designation,split,y,w,aov_F,amp_snr,max_phase_gap,n_cycles_observed,n_points,loo_worst_chi2,power_ratio,fap,n_visits,n_sectors,baseline_hr,n_outliers_rejected,frac_points_stacked,phase_angle_range_deg,median_n_stack,pk_over_med,pk_prom,pk_snr
(2795) Lepage,lcdb,1,0.6,813.221794461315,10.980518288408405,0.001340894638805,20.076075782487727,3522.0,6.971996887131887,1.0,0.0,9,2,809.2132657409529,55,0.0,0.7378428385777838,1.0,5372.500039100268,57.53556033080389,4889.7510254050785
(2802) Weisell,lcdb,1,1.0,788.4368989578408,16.231701343367053,0.0019338716867753,23.017459201749723,2434.0,3.984699317392126,1.0,0.0,5,1,485.21501349366736,17,0.0004079967360261,0.5948694642109054,1.0,5763.491738942893,27.12208708631267,5118.554221448238
(2807) Karl Marx,lcdb,1,0.6,522.6125741092056,4.022250541299415,0.0006795282884605,1171.1750336609866,6996.0,3.294379720959673,1.0,0.0,17,3,10353.416116713022,44,0.0,22.30469772167873,1.0,3350.570702942293,85.52968287449389,3036.6552640194654
(2808) Belgrano,lcdb,1,1.0,189.56311961483448,11.066467303765862,0.0014309037043462,246.1029634338475,2101.0,6.157067533118091,1.0,0.0,5,2,1269.76609749411,39,0.0,13.399389762118616,1.0,841.165635639292,14.638474760344426,763.0951468211123
(2809) Vernadskij,lcdb,1,0.2,3.4405875657194276,1.0281560914501078,0.0136562552597889,77.18814071027283,477.0,1.1038064984054996,1.0,8.728486313936375e-05,3,1,610.6439247913077,1,1.0,1.0382695014090864,3.0,25.9654360891677,3.324546570930879,23.307819925959453
(2811) Stremchovi,lcdb,1,0.6,1081.14356636435,15.968785110791687,0.0009175392876283,566.7775293317125,3646.0,7.390286901207254,1.0,0.0,7,3,1841.2404995603135,45,0.0051476564616635,20.221287174200818,1.0,3299.578305384702,64.67280359340393,3040.022395146118
(2819) Ensor,lcdb,0,0.6,689.4284179309046,6.26875694885546,0.0010329580568107,11.664015534897628,5997.0,9.389973055667348,1.0,0.0,11,3,1882.157610062859,7,0.0,7.725879832431149,1.0,3572.5466043172596,31.74902708956475,3077.1568362782155
(2823) van der Laan,lcdb,1,0.2,1.8567184064308433,0.3585536176309356,0.0031886107335753,80.40871122053602,1045.0,1.34656485959948,1.0,0.9969796302452484,3,1,263.9968277166481,0,0.000956937799043,0.1328643316876991,1.0,8.221256134328545,1.4432218506506531,6.741231570647039
(2824) Franke,lcdb,0,0.4,53.786639787238514,6.394914922174472,0.0316693668791582,2.347319493885287,1790.0,36162.45503682109,1.0,2.021122150068786e-104,4,1,537.3254585166578,1,0.0,7.597593233934283,1.0,292.2810116858341,8.706710027032972,263.5670468504575
(2826) Ahti,lcdb,1,0.6,120.21232925427344,2.52183456997044,0.0008149928864087,324.3431242023086,5239.0,2.566981774080803,1.0,3.809595411215732e-216,9,3,9340.913081913835,72,0.0,15.867269904981736,1.0,778.8998980562745,11.483460188583235,690.3525164820377
(2827) Vellamo,lcdb,1,0.6,243.90990166150937,10.34124924956915,0.0050851997381941,106.61290980085175,940.0,,1.0,4.709480792849717e-249,2,1,398.52697975491174,2,0.0,5.357342542590819,1.0,476.5524827667632,6.658821476888631,431.56875210917434
(2829) Bobhope,lcdb,1,0.6,503.4937280628781,7.464038566500723,0.0170646712507823,199.25341733800303,2038.0,1.6113062852695863,1.0,0.0,5,2,1262.10984062223,18,0.0,3.6897798387155,1.0,971.4346663970014,22.23337987871432,811.8833137703456
(2834) Christy Carol,lcdb,1,0.6,2003.232932653641,19.34783594522188,0.0010374498767749,94.35569941433836,4710.0,36.15270301487773,1.0,0.0,8,2,1206.4221004522406,78,0.0,11.900371479864347,1.0,5006.415974918976,50.8145027572258,4293.6452992422155
(2836) Sobolev,lcdb,1,0.6,615.7677992910753,8.078657415805521,0.0016682771105335,129.786311415931,2457.0,1.6893822085043038,1.0,0.0,4,1,617.0612341110245,4,0.0,0.4728969663444395,1.0,1727.51377701484,56.76023358565526,1519.9100677778956
(2837) Griboedov,lcdb,1,0.6,1387.591182622564,20.412282226072616,0.0018278708385146,305.4182542034257,2521.0,4.2320473647845835,1.0,0.0,5,2,1206.4221004522406,20,0.0,12.517242036735553,1.0,2541.207654760119,26.603281544859023,2215.762769819789
(2847) Parvati,lcdb,1,0.6,70.63599420073682,4.129159448638003,0.0012126237431353,461.42398806813577,3354.0,6.410709595510793,1.0,7.3216914439150205e-202,6,2,1216.237710873771,61,0.0,19.730793000513344,1.0,631.2226218395854,8.502635318876102,557.5358721552193
(2848) ASP,lcdb,0,0.4,176.4180246742012,21.766467525429775,0.0134533439543409,2.758217042066758,1728.0,92.46666775094695,1.0,0.0,4,1,611.0031879930175,0,0.0,6.436337274233657,1.0,1895.291291014981,10.711899161318074,1629.9079627876404
(2850) Mozhaiskij,lcdb,1,0.6,167.2241550050025,2.2626684553411005,0.0076849916507657,359.5403953497592,5190.0,4.375298670770492,1.0,0.0,13,4,2816.349785491533,31,0.0,17.501769182194217,1.0,1054.0095387273611,15.319309395858443,921.2471456761826
(2851) Harbin,lcdb,1,0.6,907.5471926165004,16.929545001408357,0.0022558697075417,211.5693468404383,2400.0,9.176533028064092,1.0,0.0,6,2,1148.0929883595672,30,0.0,15.96741124100563,1.0,1653.714049221272,29.659054460764583,1355.297093097448
(2853) Harvill,lcdb,1,0.6,1132.3464514404309,10.387387295347915,0.0006259656050834,220.75642678653224,6252.0,8.082512586467203,1.0,0.0,14,3,1391.4311275713262,105,0.0,6.7850180160268465,1.0,3964.4460536039737,33.486506758416574,3095.721561429603
(2854) Rawson,lcdb,1,0.6,313.29928672343306,8.48599823036651,0.0017760813871638,134.96335731477492,1577.0,11.159023988920788,1.0,0.0,4,2,644.3909093805123,9,0.0,1.7951893654690174,1.0,1517.7926448840528,18.598351390063662,1390.3526703055732
(2856) Roser,lcdb,1,0.6,667.8286701815414,6.890946250782061,0.0008708709869322,81.98062378919543,4535.0,2.4696563927404225,1.0,0.0,8,2,1124.2719943603151,35,0.0,1.0506572674530403,1.0,3176.8361865013208,74.28385015915617,2679.545929491812
(2862) Vavilov,lcdb,0,0.4,42.13970364828408,7.062159233594521,0.0020834584611293,3.778027572413703,3526.0,18.158420842854312,1.0,4.373887842275382e-125,5,2,906.7266173792888,66,0.0,13.643672290487954,1.0,1014.3140234207076,7.436406793219923,897.6195682009823
(2867) Steins,lcdb,1,0.2,11.586583675295543,1.1245490825790925,0.0031290813104891,109.41754105786522,1534.0,1.5730866571559243,1.0,3.0316008319489112e-34,5,2,661.3897033458925,6,0.0,0.4638224560355439,1.0,103.78441863416552,14.523647939515373,99.29545965299346
(2873) Binzel,lcdb,1,0.6,15.966825067151108,0.7654507344571418,0.0012658574815962,696.4177435890201,4367.0,1.7956983915174565,1.0,1.2290189215600456e-15,10,3,1882.8930621371255,88,0.0008978675645342,13.11221001397656,1.0,53.94700869250271,5.707357338583314,51.12611785863301
(2880) Nihondaira,lcdb,0,0.4,141.14928828370378,7.188955471967833,0.0080451410502745,20.724241212565516,789.0,,1.0,1.4607702234811263e-241,2,1,429.372718335595,4,0.0,2.3893262222716487,1.0,594.6191920383852,12.93184900404334,510.1777095289204
(2882) Tedesco,lcdb,1,0.2,7.1884678714949235,5.844879955434586,0.0198458525190216,35.6427630143164,152.0,,1.0,2.0920630222711662e-16,2,1,299.35780391748995,0,0.0,2.3221057408962125,1.0,58.062244412121245,1.1783973194844788,44.37683480553389
(2895) Memnon,lcdb,0,0.4,17.38037132546867,2.7336011295978824,0.1611098093992041,1.4916373573883903,962.0,,1.0,2.8894569885133405e-17,2,1,357.99296577321365,21,0.0,1.5238269838863407,1.0,54.33524457240989,3.132939449117234,48.84544608828068
(2896) Preiss,lcdb,1,0.6,124.28857710763216,3.4143187269326405,0.0016199976080274,15.58309685853835,2285.0,1.6637308947024887,1.0,8.256952966198271e-261,5,2,737.0401315881754,6,0.0,0.8185766247149431,1.0,840.1228721733718,14.92904861123992,764.3618795424238
(2902) Westerlund,lcdb,1,1.0,32.54526440356939,2.830863157297262,0.0095095179560903,7.706587923183067,1478.0,2.0093367303754195,1.0,1.677258658211743e-75,9,3,1620.9720310129342,10,0.5490591397849462,8.002082000980838,2.0,197.8843427858488,18.044073526236403,181.02964374950736
(2906) Caltech,lcdb,0,0.4,96.28102103610708,2.681268074834685,0.0006227488163623,211.86637828785533,8318.0,55.136758259314,1.0,0.0,16,3,1834.977839293715,170,0.0,12.441261010845892,1.0,645.9212487795905,20.89572798979059,572.1884682027983
(2911) Miahelena,lcdb,1,0.6,30.11251026776971,24.842751510650164,0.0097392575701759,5.901956515906625,150.0,,1.0,8.258129699984111e-62,1,1,24.833482135785744,0,0.0,0.0753812824609041,1.0,70.96841782902318,1.0738515850642472,62.6264725332592
(2913) Horta,lcdb,1,0.2,409.15203377231336,19.538061320013323,0.0015195405300921,5.455275465668227,2197.0,49.65464904938648,1.0,0.0,6,1,598.3330895690597,1,0.0,2.4856032424203054,1.0,3549.2276618117053,20.174082331790206,3244.4005814651323
(2915) Moskvina,lcdb,1,0.6,23.892137748265952,1.501330504809967,0.0010759250351368,28.239009960535093,2860.0,1.3116657234164597,1.0,3.181513356804585e-74,6,1,606.5009287903667,1,0.0,3.080823478207595,1.0,214.0318312126767,15.778152714296398,202.25356508754737
(2920) Automedon,lcdb,1,0.6,1084.17575365635,20.417814043124014,0.0014324004867086,116.69617508442563,3077.0,43.049681090724896,1.0,0.0,6,2,1191.7167345585767,17,0.0,8.42326544370292,1.0,2706.534676605189,64.87516487219098,2198.284872003361
(2928) Epstein,lcdb,1,0.6,1141.244562804152,9.252094711481456,0.0018459896270888,228.60484173463269,4846.0,34.17158381666569,1.0,0.0,10,4,1944.2952529619797,106,0.0002019386106623,17.056866686692615,1.0,7759.414583888746,29.265638762969733,6777.367543535766
(2942) Cordie,lcdb,0,0.4,75.86892899750738,9.411902422084625,0.0008154885664194,81.4927660874768,5510.0,506.1382364975417,1.0,0.0,10,4,11543.967354122316,28,0.0,19.25435172680532,1.0,2637.8943436379095,3.958993198702231,2474.65284240204
(2950) Rousseau,lcdb,1,0.2,139.38107895016915,14.279769951710437,0.0037006773519524,3.209999547401341,687.0,,1.0,1.9873171090702965e-117,2,1,115.66528625646606,46,0.0,0.4026381488802597,1.0,524.7525932446605,2.8024341408768163,459.1467145829374
(2951) Perepadin,lcdb,1,0.6,1120.311028927158,43.73131140074447,0.0027583744116419,121.98699566742556,1346.0,8.301948147093245,1.0,0.0,4,1,583.198339855182,134,0.0,6.644506857679652,1.0,1470.6042799220986,23.025465468720594,1290.0566180543422
(2954) Delsemme,lcdb,1,0.6,21.961220085942525,4.779952333053225,0.0037941581712892,17.07785270745784,449.0,,1.0,2.819990887899278e-51,2,1,80.00178869435331,4,0.0,1.7471263101970345,1.0,82.95531541817427,1.7578168205253668,74.35015763563446
(2956) Yeomans,lcdb,1,0.6,144.89190716948028,3.700170446520282,0.0016374164519962,278.9046615375067,3147.0,1.8885761789339823,1.0,2.9552879889905675e-304,5,2,980.8965900216136,80,0.0,11.028341152641811,1.0,954.2326018868742,25.814234585342973,857.9979611941484
(2964) Jaschek,lcdb,1,0.6,645.7414496386647,10.399675818084969,0.0012840497455902,1086.1811180850011,3132.0,4.518210912356583,1.0,0.0,8,2,13695.65665694332,29,0.0,6.040207468709645,1.0,4134.132921207783,39.96158908765768,3582.1191323174203
(2969) Mikula,lcdb,1,0.6,70.89963446273106,6.993019030536051,0.0045902677822269,43.76079675482777,513.0,1.6778959741392203,1.0,4.550826673179341e-102,3,1,206.33698805153836,4,0.0,3.560549549521177,1.0,260.41781799268324,1.991694312658588,249.53433689016535
(2972) Niilo,lcdb,1,0.6,25.267942665183934,5.4030628217386925,0.0028985739936728,166.67515275138445,755.0,,1.0,1.8084102552184633e-44,2,2,715.8821055762819,0,0.0,15.657649954803617,1.0,143.59117734174714,2.3785728808568543,122.30824290081536
(2975) Spahr,lcdb,1,0.6,1209.80970366521,32.90112568420916,0.0017718090104622,35.35554820208156,1919.0,6.900521034245315,1.0,0.0,4,1,422.1741490100976,170,0.0,7.81760027391946,1.0,5535.869513822135,19.197788295580448,4735.209067027503
(2976) Lautaro,lcdb,1,1.0,118.58101239086236,3.72865464660652,0.0008274301247173,72.0479127225295,3965.0,3.2571044574033303,1.0,3.444081969242851e-285,7,2,940.254363241489,49,0.0,0.870612875769833,1.0,975.6574779811114,26.25852144271569,884.7530063811326
(2977) Chivilikhin,lcdb,1,0.6,664.5686753836028,17.007110720716817,0.0036794740115392,29.01332636490963,1060.0,,1.0,0.0,1,1,181.51721329882275,3,0.0,0.7530006788396761,1.0,3559.982943634174,24.75957849463881,3216.2935685746374
(2983) Poltava,lcdb,1,0.6,1325.727177868432,12.552656483586164,0.0012056232009274,229.9681459353301,4857.0,10.374821681185074,1.0,0.0,11,3,1883.643256676558,46,0.0,9.344821500481489,1.0,2038.4512067996425,47.36150661012336,1594.0028203507914
(2985) Shakespeare,lcdb,1,0.6,571.1330384396307,24.305673909588496,0.0031696534825372,100.85709192377696,1820.0,16.356072372991115,1.0,0.0,5,1,611.0031879930175,44,0.0,5.048434464946717,1.0,2179.393099959624,25.68272769274127,1815.897681816806
(2988) Korhonen,lcdb,1,0.6,1258.3499744563826,73.3141472250393,0.004096836736873,16.498967100828775,1689.0,62.983968115465984,1.0,0.0,4,1,486.6687744730152,15,0.0,2.191796923581352,1.0,4838.3156978450725,11.991104634053684,4383.645097877219
(2990) Trimberger,lcdb,1,0.6,271.3252560119025,6.9270627380369465,0.0021049908191279,157.49890310190122,2032.0,3.361158183442803,1.0,0.0,6,2,1226.572290410113,17,0.0,15.07344260529635,1.0,1114.47165100723,28.64761934217824,944.8997835376828
(2993) Wendy,lcdb,1,0.6,1926.6467460183153,11.75463825621277,0.000840479551411,427.2201305671284,6284.0,48.043552788777674,1.0,0.0,14,3,1883.4910582759185,53,0.0,8.610537888154106,1.0,2144.174713006241,67.53833320636126,1780.21890323331
(2994) Flynn,lcdb,1,0.2,7.236409483902035,0.9193006218287436,0.006410809025485,188.1611609261201,1345.0,1.489492298191687,1.0,5.647311334457141e-20,6,3,1834.4079391890557,3,0.2982195845697329,9.80212662421788,1.0,67.39324261484548,7.530213607582515,63.46611908729186
(2998) Berendeya,lcdb,1,0.2,19.73630061972854,2.792180955036269,0.0121623848291956,235.7817781051077,822.0,3.069521815755963,1.0,4.735680329328381e-40,9,3,1879.5742729139747,12,0.750599520383693,7.887619815979205,3.0,116.9440280219571,10.581152735678971,107.76853434607216
(3001) Michelangelo,lcdb,0,0.4,28.558598228932222,1.7835085356085063,0.0017832227079527,94.62018969343931,2321.0,2.051664471100881,1.0,2.1312393411158847e-92,6,1,526.5229145764606,4,0.0012903225806451,0.5952906568485119,1.0,293.37132616386555,7.684030280686699,284.2187926837639
(3002) Delasalle,lcdb,1,0.6,956.2142654651628,6.717527030281884,0.0008268967696517,288.3372838926122,5790.0,9.238545035068512,1.0,0.0,11,3,1884.153869857255,64,0.0015374103177314,15.773242215638016,1.0,3144.4579629985215,35.05573957914113,2691.9626132484086
(3005) Pervictoralex,lcdb,1,0.2,8.12279653620719,0.7043086275086522,0.0025975366669956,9.57839748808379,2305.0,1.1851393198546003,1.0,2.7379555324353785e-08,6,1,614.644444462785,0,0.0295010845986984,0.5146416058384702,1.0,33.75604355306385,3.973350356680813,30.77543315729592
(3010) Ushakov,lcdb,1,0.2,2.327731037686826,1.608273735043306,0.0309325564050385,205.06981007146305,165.0,2.030040045533343,1.0,0.6548458373428208,3,1,416.62478632782586,2,1.0,0.5951643744875721,6.0,11.120306734441897,1.6942951720149302,10.05441210358866
(3017) Petrovic,lcdb,1,0.6,435.1567173494886,12.105166279413297,0.0026394745178115,116.07781519858736,1545.0,2.757602659452761,1.0,0.0,4,1,473.6634642894496,41,0.0,3.5329720494432437,1.0,2258.6081623735317,11.584073051843763,1954.8331556120468
(3019) Kulin,lcdb,1,0.6,658.1940561354567,17.112751509236602,0.0009988315097135,13.072585395308272,4004.0,31.9264652182499,1.0,0.0,5,2,1210.4042999814849,5,0.0,14.83738741852676,1.0,5850.729590355988,28.354451694812266,5265.593871619691
(3022) Dobermann,lcdb,1,0.6,928.2526576973038,19.361257717409817,0.0068564193283279,59.60630825311157,2132.0,18.923897015916253,1.0,0.0,8,1,615.8353494163603,12,0.0,3.843867767520328,1.0,5143.093356458414,28.00345305480522,4485.934492659649
(3024) Hainan,lcdb,1,0.6,34.33589045740048,2.520031510477222,0.0015190154726031,227.80068216008095,3356.0,2.861358371202858,1.0,5.4794716579906114e-121,6,2,2675.1612417860306,26,0.0,12.132401161750494,1.0,322.4595377892373,14.301110493140008,292.08699723107173
(3026) Sarastro,lcdb,1,1.0,235.9157067759756,4.670843762954489,0.001248507310498,52.417375262640675,2568.0,1.8480801962829292,1.0,0.0,5,1,619.5615898712422,1,0.0,0.3915334198291731,1.0,1445.3669856746712,57.46426045792311,1231.793587228764
(3028) Zhangguoxi,lcdb,1,0.6,213.0697346853619,6.514706412477391,0.0006995416481821,2032.555729920918,5943.0,9.82970662528545,1.0,0.0,11,3,9810.094561835693,92,0.0,16.681137455269557,1.0,1507.0895879394106,16.487424556938375,1279.5426281893835
(3032) Evans,lcdb,1,0.6,92.8282597305108,7.3755976454749215,0.0015345273429934,207.77950147065312,1960.0,7.920868850448722,1.0,6.326446449397222e-143,4,2,705.8709582643351,8,0.0,10.34387731296068,1.0,438.4949216585971,8.97700798978328,401.27374610717567
(3034) Climenhaga,lcdb,1,0.2,7.887717327998678,1.19381446145593,0.008347275073448,223.08746941246287,1048.0,,1.0,3.839386921854978e-22,2,1,610.8921778814401,3,0.0,2.5771032215439043,1.0,60.829509194900744,7.243938599065272,58.08802120149054
(3035) Chambers,lcdb,0,0.6,187.87418691731952,4.570505913804879,0.0023971102720523,13.64487481632946,3516.0,13.008481557343025,1.0,0.0,11,3,1879.2121393249836,31,0.1164364251480124,9.343181051476265,1.0,746.412219594888,18.218334975757134,655.2729458885763
(3040) Kozai,lcdb,1,0.6,454.2194452987932,11.350399993055047,0.0017780619560618,52.57535477759988,1155.0,3.932383943952707,1.0,0.0,9,1,237.3324859252316,3,0.0,2.4621253412106334,1.0,2377.4991437326507,31.03586794785901,2074.687111921169
(3045) Alois,lcdb,1,0.6,106.15448324819252,5.97876669882717,0.007037451151689,321.492793159022,837.0,5.6193925066154975,1.0,6.639797476923135e-127,4,2,1206.2414462010493,0,0.0,16.504444873797397,1.0,211.6294251850001,4.758901092815217,208.98277196118377
(3049) Kuzbass,lcdb,1,0.6,51.68837362833927,4.655052929252979,0.0029918403083182,66.89020948899798,806.0,,1.0,4.90995779274721e-115,2,1,304.0273609525175,0,0.0,3.760523149249601,1.0,317.0102368529984,8.069105827731684,312.57810810867534
(3057) Malaren,lcdb,1,0.6,233.70948234908911,4.994970748131424,0.00107058537646,2200.9986230393747,3461.0,2.12699511677346,1.0,0.0,9,2,9894.01099616516,35,0.0002860411899313,23.75518901139648,1.0,1691.526611607958,52.81227229719532,1521.1068170918152
(3059) Pryor,lcdb,1,0.6,298.6793863477099,4.553960553001872,0.0009834157639777,24.78530237392402,3123.0,37.51514368750255,1.0,0.0,6,1,608.727274926554,7,0.0,0.6074770927640571,1.0,994.0311748870744,64.84224007348458,1065.8476103560229
(3060) Delcano,lcdb,1,0.2,7.833304595299133,0.8303048179237889,0.0028923061993041,443.0302598605366,2381.0,1.38624747273021,1.0,2.505219738190198e-11,7,2,1241.6916797545273,14,0.4889352818371607,3.958346503964737,1.0,36.78406905650782,4.443937875095062,33.72491332980419
(3061) Cook,lcdb,0,0.4,98.66646686831996,3.797570189077797,0.0251423059650486,2.749395600777664,1488.0,3.0204451616912396,1.0,2.287784504934984e-188,3,1,619.7062451186939,0,0.0,6.539887317827907,1.0,668.2064580373725,17.39699979837766,603.3237891423038
(3064) Zimmer,lcdb,1,0.2,54.01938264197027,5.908937164547234,0.1362294412860808,2.03347116363347,241.0,,1.0,1.2907768746967492e-69,2,1,204.01754768611863,0,0.0,1.831645724558797,1.0,158.5370157145295,2.4653994137851,135.95243739274852
(3070) Aitken,lcdb,1,0.2,13.82289737684081,2.1904936379051643,0.0118318618386643,90.29834534045273,653.0,2.238826293832872,1.0,7.655897329258238e-36,5,1,577.4162300768076,8,1.0,1.5261362166716277,2.0,120.47348970676268,10.905168054765262,114.297911652763
(3075) Bornmann,lcdb,0,0.6,2.5385743462811603,1.7333113777219422,0.0630495052489697,2.662191162638883,151.0,,1.0,0.9985148582333402,2,1,194.10247875651112,5,0.9871794871794872,0.5048166697040699,4.0,9.171740861076008,1.3293216866259387,8.13293521383863
(3078) Horrocks,lcdb,1,0.6,826.6582005944869,5.812169499338201,0.0007016035550483,134.64706003412442,7731.0,1.9542516923266156,1.0,0.0,11,3,1834.958800733846,129,0.0,14.41990498220234,1.0,6741.9647369631475,74.59671645629123,5715.5817016671035
(3080) Moisseiev,lcdb,1,0.2,28.007552449425635,9.516898790906543,0.0264132121400068,1.901751415273079,73.0,,1.0,6.980143044165982e-26,1,1,12.00006783020217,0,0.0,0.0242651884804727,1.0,90.69650756161566,1.0173077204023069,73.1181870663744
(3088) Jinxiuzhonghua,lcdb,1,0.6,566.1925193901358,9.636215161057809,0.001023952353108,108.49744962901312,2813.0,4.392620648712933,1.0,0.0,7,1,651.6585841031629,61,0.0,4.289273435635433,1.0,3004.14894879422,28.920711033421515,2569.509841278937
(3089) Oujianquan,lcdb,1,0.6,613.2028109653012,5.644590052595749,0.0007879755777042,110.08273807079382,5758.0,3.2128952996418594,1.0,0.0,7,3,1609.6331510631717,55,0.0,12.718335710144586,1.0,4573.648536397092,70.69701163246697,4054.626970004473
(3090) Tjossem,lcdb,1,0.2,14.034774012205569,1.5193747679598493,0.0071247857529525,29.158145788181777,837.0,1.9865239436727984,1.0,3.497451828125438e-40,6,2,1249.8589627541369,1,1.0,3.64712562463874,2.0,132.76338673257996,12.113505634948323,125.92242082899308
(3091) van den Heuvel,lcdb,0,0.4,,633878810.1984682,0.9520848556101554,0.0479151443898445,70.0,,1.0,0.0004526799103998,1,1,11.49963465356268,0,0.0,1.358709373890001,1.0,20.771077703525503,1.0010062614713042,16.796888294033373
(3092) Herodotus,lcdb,1,0.6,103.10387454338937,2.7959418365842046,0.0006990149523239,50.43415948191907,4126.0,1.811307171650946,1.0,3.9373168016127395e-159,5,2,977.083449433674,44,0.0,3.7279010723327985,1.0,664.4046774737802,19.68092471781569,605.7805971047712
(3093) Bergholz,lcdb,0,1.0,37.55735095037958,2.669197291267018,0.0470329053285241,5.253139674609701,1872.0,3.224690239656035,1.0,1.3905969784974595e-112,4,2,1260.7535219063284,0,0.0,2.7194131714950114,1.0,284.80298724273035,8.258400683051642,259.5194225164439
(3094) Chukokkala,lcdb,1,0.6,152.90479304867984,3.627100888121058,0.0020742482396612,77.58260825202977,3055.0,2.2271742475700784,1.0,0.0,5,1,620.3950043111108,10,0.0,0.5975160472783543,1.0,945.3295464232764,41.00205901542711,821.7892857164892
(3095) Omarkhayyam,lcdb,1,0.6,52.85004972632887,1.7414679518675724,0.001590435641152,79.07524033428624,4047.0,1.8223824269771844,1.0,1.4955039146405286e-146,10,3,1881.8243817852929,15,0.0,5.655227717952787,1.0,309.18931481663566,12.103999591382836,283.1599410860095
(3097) Tacitus,lcdb,1,1.0,132.9017754978665,3.751613806812744,0.0066478208181791,103.82620613207868,2710.0,2.2789863435233446,1.0,1.2315887640599e-310,5,2,770.0534239750123,4,0.0003684598378776,7.304819601741817,1.0,1003.6835139395776,23.59446140386974,887.2543744577791
(3099) Hergenrother,lcdb,1,0.6,576.3827715822454,7.201168025413409,0.0023415559087641,396.1180339491254,5995.0,4.588215271649268,1.0,0.0,12,4,10165.658074495965,51,0.0,14.607692972814968,1.0,7274.958595188593,111.5900013792596,6541.256329092435
(3103) Eger,lcdb,1,0.6,1001.4364154952168,21.87946232590563,0.0010271723965779,303.47603366223905,3853.0,32.577899903830726,1.0,0.0,16,2,1732.7917023822083,13,0.0,41.08366113713779,1.0,4286.013240846016,40.485563029582984,3813.3975809685135
(3105) Stumpff,lcdb,1,0.6,484.74934429262026,8.102287426586269,0.0013399275199907,116.73995722880372,2989.0,2.8176331639411596,1.0,0.0,5,1,588.0069659014698,94,0.0,5.940580119826282,1.0,2224.481242501369,46.804488809929175,1872.512602895746
(3107) Weaver,lcdb,1,0.6,1785.614898641766,19.975922166553325,0.0013649943874819,54.12656041497914,3706.0,4.70323360577761,1.0,0.0,6,2,1206.4314821488224,11,0.0,19.895399901996353,1.0,10832.481767576832,48.71393106802729,9591.260965568754
(3122) Florence,lcdb,1,0.2,14.614734383997137,1.2837151504660502,0.0019826606316807,122.77851640679636,2682.0,1.73304986531567,1.0,3.2300741149186683e-25,7,1,579.0006335299113,8,0.0,3.1450735419332245,1.0,72.90750706714026,7.0753485211679195,67.64098450137348
(3128) Obruchev,lcdb,1,0.2,108.30627572881411,5.2743711106965305,0.0042799403055422,42.60628427000244,872.0,,1.0,5.764671614728114e-212,2,1,538.5558137732442,0,0.0,4.844026483159988,1.0,383.5197525685778,12.865309451156314,336.09503396247993
(3129) Bonestell,lcdb,1,0.6,21.202205584523657,1.3477057159974788,0.001302043556108,616.1098217562421,4241.0,1.711675498520577,1.0,4.442924451482972e-62,7,3,1834.5612494762172,90,0.2673747402447471,9.664730278328076,1.0,209.05828907257103,16.22725960637738,195.44708319897524
(3131) Mason-Dixon,lcdb,1,0.6,594.6822352244674,7.365696792175267,0.0009806899717591,63.39844722258607,3388.0,2.5927647328290764,1.0,0.0,7,2,1249.7524410165497,1,0.0,3.114090868639739,1.0,2995.0683144724403,35.04778551398572,2541.466861660972
(3134) Kostinsky,lcdb,1,0.6,247.5834348590243,8.939672380211274,0.002886774694599,42.88035793145091,1710.0,3.2393272345303146,1.0,0.0,4,1,629.1729172838386,18,0.0,3.4377127325016916,1.0,2419.728431092651,10.911322681006672,2070.6542403300296
(3138) Ciney,lcdb,1,0.2,598.2207305747351,10.833002822417122,0.0023514589904167,6.5539825839047685,2059.0,2.4283770045115336,1.0,0.0,4,2,736.7081960433279,11,0.0,12.158464918138842,1.0,3044.747238451231,14.285436331341206,2608.2883901838286
(3142) Kilopi,lcdb,1,0.6,35.89505460525922,1.6729582118875368,0.0012284100362339,19.287592365175897,2810.0,1.5544023351831462,1.0,6.719657756828128e-106,5,1,584.3388709840947,10,0.0,5.177200811782491,1.0,305.4744767391333,14.693025787901648,284.4213272926822
(3144) Brosche,lcdb,1,0.6,521.1376768656246,6.198544496746646,0.0048290775917411,405.04560121257106,4375.0,1.9675170495133472,1.0,0.0,8,3,1336.76227171981,123,0.0,16.904821494513627,1.0,2850.7897827436027,70.66498023859248,2660.2991057023705
(3145) Walter Adams,lcdb,1,0.2,2.1118778896828583,0.8269358500660603,0.0142430413522977,439.44548136536406,382.0,0.9244360745888311,1.0,0.2578450896880301,4,2,1253.502810357255,0,1.0,2.999488697653142,3.0,11.611098350819868,1.8707936994966023,10.206214738938192
(3153) Lincoln,lcdb,1,0.2,13.849501084272308,1.2770065099337011,0.001404570975907,105.97738112163154,2337.0,1.5566458681925623,1.0,3.557856767620708e-35,5,1,510.66743275069166,4,0.0,2.605433979217824,1.0,92.13769189591244,6.497235119793774,80.31461067617035
(3156) Ellington,lcdb,1,1.0,94.53414744731478,6.52229402129185,0.0103758006081599,25.583281757812788,1429.0,,1.0,4.6805206765658115e-118,2,1,251.5005655377754,2,0.0,0.6671765933506926,1.0,297.6390224664019,5.394769672077043,262.88872648642973
(3158) Anga,lcdb,1,1.0,1406.0397868231732,22.255685533506647,0.0014775535684525,67.88759670815814,2588.0,5.841878414201216,1.0,0.0,6,2,701.0400299593457,39,0.0,10.415298478007928,1.0,5144.206130621261,29.062000207151023,4224.183160035552
