Number,Name,published_rot_per_hr,U,U_clean,Albedo,period_updated,period_source,period_hr,harmonic_n,harmonic_offset,designation,aov_F,n_points,reliability_score,is_reliable,n_phase_coverings,theta_ours,theta_lcdb,theta_lcdb_harm,null_p5,ours_det,lcdb_det,lcdb_harm_det,vetted,bin,period_hr_naive,justified,ratio
98354,2000 SM330,4.77,2,2.0,0.2,84.52376017006068,TESS_replaces_wrong_LCDB,84.52376017006068,,7.859932931872191,(98354) 2000 SM330,1.8847053612892883,241.0,0.0181589524987544,False,1.0,0.9456840389243945,0.997961225984362,0.9998615513840424,0.9556621905305476,True,False,False,False,"(0.0, 3.0]",42.26188008503034,False,17.71986586374438
166021,2002 AN163,6.12,2,2.0,0.2,234.908784457969,TESS_replaces_wrong_LCDB,234.908784457969,,18.191894155062823,(166021) 2002 AN163,1.912186031909836,187.0,0.0128941203057379,False,1.0,0.9341270562106456,0.9558142516308398,0.9594681276561712,0.9361891082395478,True,False,False,False,"(0.0, 3.0]",234.908784457969,False,38.38378831012565
13409,1999 US,9.548,2,2.0,0.07,117.46492553462188,TESS_replaces_wrong_LCDB,117.46492553462188,,5.15128432837358,(13409) 1999 US,2.3068495799468365,129.0,0.0078505011229951,False,1.0,0.7089251799291177,0.9271823390252534,1.0099333407863185,0.716323007395555,True,False,False,False,"(0.0, 3.0]",58.73246276731094,False,12.30256865674716
102449,1999 TC217,3.81191,2,2.0,0.055,88.78678743769525,TESS_replaces_wrong_LCDB,88.78678743769525,,10.645971106045952,(102449) 1999 TC217,2.464342720360072,144.0,0.007311712992899,False,2.0,0.8201681776139428,1.0424516998674322,0.9344725284378488,0.9176234500182242,True,False,False,False,"(0.0, 3.0]",44.393393718847626,False,23.291942212091904
273275,2006 PQ36,18.8047,2,2.0,0.38,5.195353355956671,TESS_replaces_wrong_LCDB,5.195353355956671,,0.4474409742291373,(273275) 2006 PQ36,2.153241219857966,757.0,0.3646468944449311,False,2.0,0.9716517903500992,1.0063226564850043,0.9820706774588928,0.9764704642857396,True,False,False,False,"(0.0, 3.0]",2.5976766779783356,False,0.27627951288543134
37833,1998 BL39,22.7357,2,2.0,0.2,2.8947929738424354,TESS_replaces_wrong_LCDB,2.8947929738424354,,0.7453526415423818,(37833) 1998 BL39,2.180169034931774,303.0,0.3241740163089048,False,1.0,0.9182076036667344,1.0076647179752751,0.9705382266301256,0.9535655207103446,True,False,False,False,"(0.0, 3.0]",1.4473964869212177,False,0.1273236792288091
87032,2000 JE84,40.0708,2,2.0,0.2,173.66191512593886,TESS_replaces_wrong_LCDB,173.66191512593886,,1.166938458003569,(87032) 2000 JE84,2.5003960029358305,199.0,0.0196879514746759,False,1.0,0.7725005160901424,1.0263132052800537,0.9641692123099448,0.8777141518918331,True,False,False,False,"(0.0, 3.0]",173.66191512593886,False,4.333876916007139
89162,2001 UA49,1.15,-,,0.15,4.4703171415586285,TESS_replaces_wrong_LCDB,4.4703171415586285,,0.9436161485037518,(89162) 2001 UA49,1.7746887095043211,315.0,0.1718803525137702,False,1.0,0.939334130262963,1.020261040989067,0.9881266054388852,0.9556013779347642,True,False,False,False,"(0.0, 3.0]",2.2351585707793142,False,3.8872322970075035
136360,2004 DO19,8.0,1,1.0,0.2,2.0411636856958992,TESS_replaces_wrong_LCDB,2.0411636856958992,,0.4897090785760252,(136360) 2004 DO19,2.3480951014145974,909.0,0.8534837493865509,True,4.0,0.9716051117522068,1.004979792558826,1.0005797035293842,0.9782583018446932,True,False,False,False,"(0.0, 3.0]",1.0205818428479496,False,0.2551454607119874
31847,2000 DQ96,19.347,2,2.0,0.057,2.9819439463804227,TESS_replaces_wrong_LCDB,2.9819439463804227,,0.6917409472910092,(31847) 2000 DQ96,2.317778928864,103.0,0.057418491577873,False,1.0,0.812654561108626,1.006981438768374,0.959122844632392,0.913414382885687,True,False,False,False,"(0.0, 3.0]",1.4909719731902114,False,0.1541295263544954
58776,1998 FG60,7.15378,2,2.0,0.198,27.467146658155315,TESS_replaces_wrong_LCDB,27.467146658155315,,0.9197645621025048,(58776) 1998 FG60,2.182552583073596,425.0,0.7922035457573813,True,2.0,0.93409218349441,1.0020082530959766,0.9847872535448368,0.950345615456813,True,False,False,False,"(0.0, 3.0]",13.733573329077656,False,3.8395291242050096
89402,2001 WG4,3.47,2,2.0,0.1,173.07182329402383,TESS_replaces_wrong_LCDB,173.07182329402383,,23.938303068303146,(89402) 2001 WG4,1.971585020926292,235.0,0.0070907333318151,False,1.0,0.8582350784588162,0.9974426000616908,0.9764061416886404,0.9162528497255528,True,False,False,False,"(0.0, 3.0]",86.53591164701191,False,49.87660613660629
