Number,Name,Period,U,U_clean,Albedo,period_updated,period_source,tess_period_hr,harmonic_n,harmonic_offset,designation,aov_F,n_points,reliability_score,is_reliable,n_phase_coverings,theta_ours,theta_lcdb,theta_lcdb_harm,null_p5,ours_det,lcdb_det,lcdb_harm_det,vetted
1,Ceres,9.07417,3,3.0,0.0775,9.07417,LCDB_native,,,,,,,,,,,,,,,,,False
2,Pallas,7.8132,3,3.0,0.15,7.8132,LCDB_native,,,,,,,,,,,,,,,,,False
3,Juno,7.21,3,3.0,0.2052,7.21,LCDB_native,,,,,,,,,,,,,,,,,False
4,Vesta,5.342,3,3.0,0.3363,5.342,LCDB_native,,,,,,,,,,,,,,,,,False
5,Astraea,16.806,3,3.0,0.243,16.806,LCDB_native,,,,,,,,,,,,,,,,,False
6,Hebe,7.2745,3,3.0,0.2903,7.2745,LCDB_native,,,,,,,,,,,,,,,,,False
7,Iris,7.139,3,3.0,0.2567,7.139,LCDB_native,,,,,,,,,,,,,,,,,False
8,Flora,12.865,3,3.0,0.2179,12.865,LCDB_native,,,,,,,,,,,,,,,,,False
9,Metis,5.079,3,3.0,0.1298,5.079,LCDB_native,,,,,,,,,,,,,,,,,False
10,Hygiea,13.828,3,3.0,0.0965,13.828,LCDB_native,,,,,,,,,,,,,,,,,False
11,Parthenope,13.7204,3,3.0,0.1623,13.740889561668135,TESS_precision_LCDB_harmonic,27.48177912333627,0.5,0.0014933647465187,(11) Parthenope,716.6657726724052,3688.0,0.6679246813047045,True,14.0,,,,,,,,False
12,Victoria,8.6599,3,3.0,0.1633,8.6599,LCDB_native,,,,,,,,,,,,,,,,,False
13,Egeria,7.045,3,3.0,0.0782,7.045,LCDB_native,,,,,,,,,,,,,,,,,False
14,Irene,15.028,3,3.0,0.23,15.028,LCDB_native,,,,,,,,,,,,,,,,,False
15,Eunomia,6.083,3,3.0,0.1966,6.083,LCDB_native,,,,,,,,,,,,,,,,,False
16,Psyche,4.196,3,3.0,0.1523,4.196,LCDB_native,,,,,,,,,,,,,,,,,False
17,Thetis,12.27048,3,3.0,0.1403,12.27033163404827,TESS_precision_LCDB_harmonic,12.27033163404827,1.0,1.2091291598070876e-05,(17) Thetis,1827.326718955536,7157.0,0.8983703071632979,True,72.0,,,,,,,,False
18,Melpomene,11.57,3,3.0,0.2311,11.557527299133357,TESS_precision_LCDB_harmonic,11.557527299133357,1.0,0.001078020818206,(18) Melpomene,290.19436214974456,642.0,0.9961721476424428,True,7.0,,,,,,,,False
19,Fortuna,7.4432,3,3.0,0.0489,7.444918067328352,TESS_precision_LCDB_harmonic,7.444918067328352,1.0,0.0002308237489725,(19) Fortuna,1946.812492403049,2341.0,0.9933791595072476,True,30.0,,,,,,,,False
20,Massalia,8.098,3,3.0,0.2011,8.10004559862702,TESS_precision_LCDB_harmonic,8.10004559862702,1.0,0.0002526054120794,(20) Massalia,3405.0563253765827,7123.0,0.9416373843792508,True,109.0,,,,,,,,False
21,Lutetia,8.1655,3,3.0,0.2,8.1655,LCDB_native,,,,,,,,,,,,,,,,,False
22,Kalliope,4.1483,3,3.0,0.2272,4.148024616428659,TESS_precision_LCDB_harmonic,4.148024616428659,1.0,6.638468079478432e-05,(22) Kalliope,6090.038848709865,7647.0,0.976009827093096,True,257.0,,,,,,,,False
23,Thalia,12.312,3,3.0,0.2129,12.312,LCDB_native,,,,,,,,,,,,,,,,,False
24,Themis,8.374,3,3.0,0.0631,8.374,LCDB_native,,,,,,,,,,,,,,,,,False
25,Phocaea,9.9341,3,3.0,0.231,9.929760667003212,TESS_precision_LCDB_harmonic,9.929760667003212,1.0,0.0004368118900341,(25) Phocaea,652.3665894128403,3108.0,0.8698171567447399,True,46.0,,,,,,,,False
26,Proserpina,13.11,3,3.0,0.1965,13.11,LCDB_native,,,,,,,,,,,,,,,,,False
27,Euterpe,10.4082,3,3.0,0.26,10.4082,LCDB_native,,,,,,,,,,,,,,,,,False
28,Bellona,15.706,3,3.0,0.2738,15.700029879229623,TESS_precision_LCDB_harmonic,31.40005975845925,0.5,0.0003801172017302,(28) Bellona,312.5680915869291,1193.0,0.7397710449911592,True,4.0,,,,,,,,False
29,Amphitrite,5.3921,3,3.0,0.1574,5.3921,LCDB_native,,,,,,,,,,,,,,,,,False
30,Urania,13.686,3,3.0,0.1753,13.686,LCDB_native,,,,,,,,,,,,,,,,,False
31,Euphrosyne,5.53,3,3.0,0.0471,5.53,LCDB_native,,,,,,,,,,,,,,,,,False
32,Pomona,9.448,3,3.0,0.2363,9.449282828662444,TESS_precision_LCDB_harmonic,9.449282828662444,1.0,0.0001357778008512,(32) Pomona,3063.2176537372025,7881.0,0.9694701430034806,True,107.0,,,,,,,,False
33,Polyhymnia,18.608,3,3.0,0.24,18.608,LCDB_native,,,,,,,,,,,,,,,,,False
34,Circe,12.15,3,3.0,0.0756,12.180384634954727,TESS_precision_LCDB_harmonic,12.180384634954727,1.0,0.002500793000389,(34) Circe,1639.84503268125,4320.0,0.9487202409830172,True,39.0,,,,,,,,False
35,Leukothea,31.9,3,3.0,0.0578,31.9,LCDB_native,,,,,,,,,,,,,,,,,False
36,Atalante,9.93,3,3.0,0.0547,9.93,LCDB_native,,,,,,,,,,,,,,,,,False
37,Fides,7.3335,3,3.0,0.1826,7.3335,LCDB_native,,,,,,,,,,,,,,,,,False
38,Leda,12.838,3,3.0,0.0621,12.838,LCDB_native,,,,,,,,,,,,,,,,,False
39,Laetitia,5.138,3,3.0,0.2646,5.137927339082752,TESS_precision_LCDB_harmonic,5.137927339082752,1.0,1.4141867895722804e-05,(39) Laetitia,687.131249015206,655.0,0.9980812651580684,True,19.0,,,,,,,,False
40,Harmonia,8.91,3,3.0,0.2115,8.91,LCDB_native,,,,,,,,,,,,,,,,,False
41,Daphne,5.988,3,3.0,0.0717,5.988,LCDB_native,,,,,,,,,,,,,,,,,False
42,Isis,13.59,3,3.0,0.1641,13.58314026798502,TESS_precision_LCDB_harmonic,13.58314026798502,1.0,0.0005047632093436,(42) Isis,2023.0604778923864,4310.0,0.9747798858988832,True,41.0,,,,,,,,False
43,Ariadne,5.76218,3,3.0,0.2566,5.76218,LCDB_native,,,,,,,,,,,,,,,,,False
44,Nysa,6.422,3,3.0,0.6748,6.422,LCDB_native,,,,,,,,,,,,,,,,,False
45,Eugenia,5.699,3,3.0,0.0446,5.698201315545753,TESS_precision_LCDB_harmonic,11.396402631091506,0.5,0.0001401446664759,(45) Eugenia,499.87331273682946,5197.0,0.530072728143374,True,44.0,,,,,,,,False
46,Hestia,21.04,3,3.0,0.0501,21.04,LCDB_native,,,,,,,,,,,,,,,,,False
47,Aglaja,13.178,3,3.0,0.0665,13.178,LCDB_native,,,,,,,,,,,,,,,,,False
48,Doris,11.89,3,3.0,0.0485,11.89,LCDB_native,,,,,,,,,,,,,,,,,False
49,Pales,20.705,3,3.0,0.0566,20.699767847465065,TESS_precision_LCDB_harmonic,10.349883923732532,2.0,0.0002526999533897,(49) Pales,279.08856626694586,5451.0,0.2505776400854227,False,48.0,,,,,,,,False
50,Virginia,14.315,3,3.0,0.0332,14.314958818598097,TESS_precision_LCDB_harmonic,14.314958818598097,1.0,2.8768006917756495e-06,(50) Virginia,733.8116879462118,2676.0,0.9569884918249262,True,5.0,,,,,,,,False
51,Nemausa,7.783,3,3.0,0.0739,7.783,LCDB_native_rescale_below_cut,7.76632780511544,1.0,0.0021421296266941,(51) Nemausa,60.11372684331636,154.0,0.8617251177823974,True,3.0,,,,,,,,False
52,Europa,5.6304,3,3.0,0.0616,5.6304,LCDB_native,,,,,,,,,,,,,,,,,False
53,Kalypso,9.036,3,3.0,0.0459,9.034536317822134,TESS_precision_LCDB_harmonic,18.069072635644268,0.5,0.0001619834194185,(53) Kalypso,25.636409346615903,1895.0,0.0926030750719891,False,14.0,,,,,,,,False
54,Alexandra,7.024,3,3.0,0.0756,7.02456746891739,TESS_precision_LCDB_harmonic,7.02456746891739,1.0,8.078999393368314e-05,(54) Alexandra,1422.6297274625842,2165.0,0.9829013483690818,True,28.0,,,,,,,,False
55,Pandora,4.804,3,3.0,0.2998,4.804,LCDB_native,,,,,,,,,,,,,,,,,False
56,Melete,18.147,3,3.0,0.0551,18.147,LCDB_native_rescale_below_cut,18.192337883239674,1.0,0.0024983679528116,(56) Melete,138.92871577682243,849.0,0.9854956121793524,True,1.0,,,,,,,,False
57,Mnemosyne,25.324,3-,3.0,0.1711,25.324,LCDB_native,,,,,,,,,,,,,,,,,False
58,Concordia,9.895,3,3.0,0.0594,9.895,LCDB_native,,,,,,,,,,,,,,,,,False
59,Elpis,13.671,3,3.0,0.0411,13.673632968817383,TESS_precision_LCDB_harmonic,13.673632968817383,1.0,0.0001925951881636,(59) Elpis,1347.5642178702333,3824.0,0.9885717955862314,True,27.0,,,,,,,,False
60,Echo,25.208,3,3.0,0.198,25.208,LCDB_native,,,,,,,,,,,,,,,,,False
61,Danae,11.45,3,3.0,0.2242,11.550921788516456,TESS_precision_LCDB_harmonic,11.550921788516456,1.0,0.0088141300014372,(61) Danae,1911.9287721653836,1954.0,0.977685769836828,True,24.0,,,,,,,,False
62,Erato,9.2213,3,3.0,0.0704,9.219776406803112,TESS_precision_LCDB_harmonic,9.219776406803112,1.0,0.0001652254234096,(62) Erato,765.6693777697199,5093.0,0.9529740914910658,True,56.0,,,,,,,,False
63,Ausonia,9.298,3,3.0,0.2082,9.298,LCDB_native,,,,,,,,,,,,,,,,,False
64,Angelina,8.752,3,3.0,0.54,8.752470055963395,TESS_precision_LCDB_harmonic,17.50494011192679,0.5,5.370840532381571e-05,(64) Angelina,141.2157720278068,2240.0,0.3085917453454818,False,10.0,,,,,,,,False
65,Cybele,6.0814,3,3.0,0.0542,6.0814,LCDB_native,,,,,,,,,,,,,,,,,False
66,Maja,9.73509,3,3.0,0.0544,9.73509,LCDB_native,,,,,,,,,,,,,,,,,False
67,Asia,15.853,3,3.0,0.235,15.858294044623465,TESS_precision_LCDB_harmonic,15.858294044623465,1.0,0.0003339459170796,(67) Asia,2051.444951598945,4278.0,0.9811142509529316,True,24.0,,,,,,,,False
68,Leto,14.848,3,3.0,0.1523,14.84211255043916,TESS_precision_LCDB_harmonic,14.84211255043916,1.0,0.000396514652535,(68) Leto,1590.713750342669,3262.0,0.985598031265848,True,25.0,,,,,,,,False
69,Hesperia,5.655,3,3.0,0.1234,5.655,LCDB_native,,,,,,,,,,,,,,,,,False
70,Panopaea,15.8052,3,3.0,0.0524,15.8052,LCDB_native,,,,,,,,,,,,,,,,,False
71,Niobe,35.864,3,3.0,0.2446,35.864,LCDB_native_rescale_below_cut,35.52529889579506,1.0,0.0094440414957879,(71) Niobe,281.83716057015323,501.0,0.9779819492280076,True,2.0,,,,,,,,False
72,Feronia,8.097,3,3.0,0.0856,8.097,LCDB_native,,,,,,,,,,,,,,,,,False
73,Klytia,8.297,3,3.0,0.2246,8.28404354761724,TESS_precision_LCDB_harmonic,8.28404354761724,1.0,0.0015615827868822,(73) Klytia,619.6714164430537,1887.0,0.978563229443029,True,14.0,,,,,,,,False
74,Galatea,17.268,3,3.0,0.039,17.27072092898924,TESS_precision_LCDB_harmonic,8.63536046449462,2.0,0.000157570592381,(74) Galatea,29.692352209792652,1272.0,0.5537075213738754,True,7.0,,,,,,,,False
75,Eurydike,5.357,3,3.0,0.097,5.357929509432807,TESS_precision_LCDB_harmonic,5.357929509432807,1.0,0.0001735130544722,(75) Eurydike,252.69402316471673,1471.0,0.9552845627595272,True,15.0,,,,,,,,False
76,Freia,9.973,3,3.0,0.0503,9.973,LCDB_native,,,,,,,,,,,,,,,,,False
77,Frigga,9.0032,3,3.0,0.1527,9.0032,LCDB_native,,,,,,,,,,,,,,,,,False
78,Diana,7.2991,3,3.0,0.0706,7.2991,LCDB_native,,,,,,,,,,,,,,,,,False
79,Eurynome,5.978,3,3.0,0.2618,5.978,LCDB_native,,,,,,,,,,,,,,,,,False
80,Sappho,14.03,3,3.0,0.2528,14.03,LCDB_native,,,,,,,,,,,,,,,,,False
81,Terpsichore,10.943,3,3.0,0.0421,10.943,LCDB_native,,,,,,,,,,,,,,,,,False
82,Alkmene,12.999,3,3.0,0.2337,12.999,LCDB_native,,,,,,,,,,,,,,,,,False
83,Beatrix,10.111,3,3.0,0.0809,10.111,LCDB_native,,,,,,,,,,,,,,,,,False
84,Klio,23.562,3,3.0,0.0491,23.562,LCDB_native,,,,,,,,,,,,,,,,,False
85,Io,6.875,3,3.0,0.0629,6.874970396119339,TESS_precision_LCDB_harmonic,6.874970396119339,1.0,4.306019005140271e-06,(85) Io,3098.6522535704394,5310.0,0.9872949538290112,True,83.0,,,,,,,,False
86,Semele,16.634,3,3.0,0.0382,16.634,LCDB_native,,,,,,,,,,,,,,,,,False
87,Sylvia,5.184,3,3.0,0.045,5.184,LCDB_native,,,,,,,,,,,,,,,,,False
88,Thisbe,6.042,3,3.0,0.0648,6.042,LCDB_native,,,,,,,,,,,,,,,,,False
89,Julia,11.387,3,3.0,0.1818,11.387546512626866,TESS_precision_LCDB_harmonic,11.387546512626866,1.0,4.79944346065686e-05,(89) Julia,239.88186637336463,599.0,0.976831734300748,True,8.0,,,,,,,,False
90,Antiope,16.509,3,3.0,0.0642,16.509,LCDB_native,,,,,,,,,,,,,,,,,False
91,Aegina,6.025,3,3.0,0.0404,6.028074497928747,TESS_precision_LCDB_harmonic,6.028074497928747,1.0,0.000510290112655,(91) Aegina,1062.0233480466766,5865.0,0.9836556712332236,True,123.0,,,,,,,,False
92,Undina,15.941,3,3.0,0.2157,15.941,LCDB_native,,,,,,,,,,,,,,,,,False
93,Minerva,5.982,3,3.0,0.057,5.982,LCDB_native,,,,,,,,,,,,,,,,,False
94,Aurora,7.22,3,3.0,0.057,7.22,LCDB_native,,,,,,,,,,,,,,,,,False
95,Arethusa,8.705,3,3.0,0.0577,8.705,LCDB_native,,,,,,,,,,,,,,,,,False
96,Aegle,13.868,3,3.0,0.07,13.868,LCDB_native,,,,,,,,,,,,,,,,,False
97,Klotho,35.15,3,3.0,0.2065,35.15,LCDB_native,,,,,,,,,,,,,,,,,False
98,Ianthe,16.479,3,3.0,0.0446,16.479,LCDB_native_TESS_disagrees,10.987823202693091,,0.3332226953884889,(98) Ianthe,133.81528731877745,3059.0,0.1151040865930086,False,40.0,0.6087373694207708,0.2410611843891395,0.278251536870513,0.8835058879718866,True,True,True,False
99,Dike,18.127,3,3.0,0.0633,18.127,LCDB_native,,,,,,,,,,,,,,,,,False
100,Hekate,27.066,3,3.0,0.1954,27.066,LCDB_native,,,,,,,,,,,,,,,,,False
101,Helena,23.08,3,3.0,0.1898,23.08,LCDB_native,,,,,,,,,,,,,,,,,False
102,Miriam,23.613,3,3.0,0.0445,23.613,LCDB_native_TESS_disagrees,15.732451060411368,,0.3325245466828754,(102) Miriam,45.87659960532506,1478.0,0.3562710713263891,False,6.0,0.7124991329922106,0.5096551876121869,0.5047950490653037,0.6826046084572255,False,True,True,False
103,Hera,23.74,3,3.0,0.1929,23.74,LCDB_native,,,,,,,,,,,,,,,,,False
104,Klymene,8.984,3,3.0,0.0505,8.984,LCDB_native,,,,,,,,,,,,,,,,,False
105,Artemis,37.15,3,3.0,0.0388,37.15,LCDB_native,,,,,,,,,,,,,,,,,False
106,Dione,16.21,3,3.0,0.0893,16.21,LCDB_native_rescale_below_cut,32.50677726968125,0.5,0.0026766585342765,(106) Dione,9.864730737267404,691.0,0.0855666189696368,False,0.0,,,,,,,,False
107,Camilla,4.844,3,3.0,0.053,4.844,LCDB_native,,,,,,,,,,,,,,,,,False
108,Hecuba,14.256,3,3.0,0.2491,14.256,LCDB_native,,,,,,,,,,,,,,,,,False
109,Felicitas,13.191,3,3.0,0.07,13.191,LCDB_native,,,,,,,,,,,,,,,,,False
110,Lydia,10.927,3,3.0,0.1753,10.927405149795172,TESS_precision_LCDB_harmonic,10.927405149795172,1.0,3.707786173445804e-05,(110) Lydia,117.67153659528542,1412.0,0.8339468118154136,True,10.0,,,,,,,,False
111,Ate,22.072,3,3.0,0.0514,22.072,LCDB_native,,,,,,,,,,,,,,,,,False
112,Iphigenia,31.466,3,3.0,0.0411,31.466,LCDB_native,,,,,,,,,,,,,,,,,False
113,Amalthea,9.95,3,3.0,0.3338,9.95,LCDB_native,,,,,,,,,,,,,,,,,False
114,Kassandra,10.7431,3,3.0,0.0868,10.7431,LCDB_native_rescale_below_cut,10.734129411442147,1.0,0.0008350093136852,(114) Kassandra,169.1843239694892,284.0,0.9877574437022008,True,0.0,,,,,,,,False
115,Thyra,7.241,3,3.0,0.2414,7.241,LCDB_native,,,,,,,,,,,,,,,,,False
116,Sirona,12.028,3,3.0,0.2455,12.028,LCDB_native,,,,,,,,,,,,,,,,,False
117,Lomia,9.127,3,3.0,0.0469,9.123734891168288,TESS_precision_LCDB_harmonic,9.123734891168288,1.0,0.0003577417367932,(117) Lomia,275.4927185196265,1817.0,0.9774942519866596,True,23.0,,,,,,,,False
118,Peitho,7.8055,3,3.0,0.2734,7.8055,LCDB_native,,,,,,,,,,,,,,,,,False
119,Althaea,11.484,3,3.0,0.2446,11.484,LCDB_native,,,,,,,,,,,,,,,,,False
120,Lachesis,46.551,3,3.0,0.0442,46.551,LCDB_native,,,,,,,,,,,,,,,,,False
121,Hermione,5.55128,3,3.0,0.0495,5.55128,LCDB_native,,,,,,,,,,,,,,,,,False
122,Gerda,10.685,3,3.0,0.2174,10.685,LCDB_native,,,,,,,,,,,,,,,,,False
123,Brunhild,9.873,3,3.0,0.2131,9.873,LCDB_native,,,,,,,,,,,,,,,,,False
124,Alkeste,9.906,3,3.0,0.1728,9.906,LCDB_native,,,,,,,,,,,,,,,,,False
125,Liberatrix,3.968,3,3.0,0.1305,3.968,LCDB_native,,,,,,,,,,,,,,,,,False
126,Velleda,5.3672,3,3.0,0.1829,5.368036460537261,TESS_precision_LCDB_harmonic,5.368036460537261,1.0,0.0001558467240385,(126) Velleda,1419.163108191513,5221.0,0.9610358258300378,True,118.0,,,,,,,,False
127,Johanna,12.7988,3,3.0,0.057,12.7988,LCDB_native,,,,,,,,,,,,,,,,,False
128,Nemesis,77.81,3-,3.0,0.0416,77.81,LCDB_native,,,,,,,,,,,,,,,,,False
129,Antigone,4.9572,3,3.0,0.1885,4.9572,LCDB_native,,,,,,,,,,,,,,,,,False
130,Elektra,5.225,3,3.0,0.0716,5.22424060947575,TESS_precision_LCDB_harmonic,5.22424060947575,1.0,0.0001453378993779,(130) Elektra,2123.30340167284,6883.0,0.9772576984669884,True,150.0,,,,,,,,False
131,Vala,5.1812,3,3.0,0.1109,5.1812,LCDB_native,,,,,,,,,,,,,,,,,False
132,Aethra,5.1684,3,3.0,0.2,5.1684,LCDB_native,,,,,,,,,,,,,,,,,False
133,Cyrene,12.708,3,3.0,0.1738,12.708,LCDB_native,,,,,,,,,,,,,,,,,False
134,Sophrosyne,17.196,3,3.0,0.0436,17.19099709692413,TESS_precision_LCDB_harmonic,17.19099709692413,1.0,0.0002909341169965,(134) Sophrosyne,1872.178436342629,3411.0,0.9800774508052464,True,12.0,,,,,,,,False
135,Hertha,8.403,3,3.0,0.1684,8.403,LCDB_native,,,,,,,,,,,,,,,,,False
136,Austria,11.4969,3,3.0,0.1398,11.500585928380035,TESS_precision_LCDB_harmonic,11.500585928380035,1.0,0.0003206019344375,(136) Austria,1414.7079125463993,1731.0,0.9957840120854182,True,21.0,,,,,,,,False
137,Meliboea,25.676,3,3.0,0.0492,25.676,LCDB_native_rescale_below_cut,51.319285228097485,0.5,0.0006370690898603,(137) Meliboea,324.89718256264206,899.0,0.4941244746652389,True,0.0,,,,,,,,False
138,Tolosa,10.101,3,3.0,0.2589,10.102950080592262,TESS_precision_LCDB_harmonic,10.102950080592262,1.0,0.000193058171692,(138) Tolosa,2385.74203312414,5061.0,0.9842853927483588,True,57.0,,,,,,,,False
139,Juewa,20.991,3,3.0,0.0444,20.991,LCDB_native,,,,,,,,,,,,,,,,,False
140,Siwa,34.445,3,3.0,0.0613,34.445,LCDB_native,,,,,,,,,,,,,,,,,False
141,Lumen,19.87,3,3.0,0.0412,19.87,LCDB_native,,,,,,,,,,,,,,,,,False
142,Polana,9.764,3,3.0,0.0468,9.761735417193766,TESS_precision_LCDB_harmonic,9.761735417193766,1.0,0.0002319318728219,(142) Polana,492.584896258472,3083.0,0.8768572983740639,True,44.0,,,,,,,,False
143,Adria,22.005,3,3.0,0.0474,22.00310455704207,TESS_precision_LCDB_harmonic,22.00310455704207,1.0,8.613692151449026e-05,(143) Adria,182.65949133365615,2073.0,0.839658986675328,True,7.0,,,,,,,,False
144,Vibilia,13.819,3,3.0,0.0597,13.819,LCDB_native,,,,,,,,,,,,,,,,,False
145,Adeona,15.071,3,3.0,0.0467,15.073767931608277,TESS_precision_LCDB_harmonic,15.073767931608277,1.0,0.0001836594524766,(145) Adeona,481.4165312022097,3746.0,0.871664808808626,True,19.0,,,,,,,,False
146,Lucina,18.557,3,3.0,0.0496,18.551884780821464,TESS_precision_LCDB_harmonic,18.551884780821464,1.0,0.0002756490369421,(146) Lucina,3595.266773134138,4407.0,0.9558352141460328,True,27.0,,,,,,,,False
147,Protogeneia,7.8528,3,3.0,0.0304,7.858684913661721,TESS_precision_LCDB_harmonic,7.858684913661721,1.0,0.0007494032270936,(147) Protogeneia,58.58121891769688,1694.0,0.7846827500484593,True,26.0,,,,,,,,False
148,Gallia,20.664,3,3.0,0.2013,20.664,LCDB_native,,,,,,,,,,,,,,,,,False
149,Medusa,26.023,3,3.0,0.2334,26.023,LCDB_native,,,,,,,,,,,,,,,,,False
150,Nuwa,8.1347,3,3.0,0.0311,8.134385550780545,TESS_precision_LCDB_harmonic,8.134385550780545,1.0,3.865529392055311e-05,(150) Nuwa,656.9476697577471,2170.0,0.9779729153096566,True,13.0,,,,,,,,False
151,Abundantia,9.864,3,3.0,0.1788,9.869707720795528,TESS_precision_LCDB_harmonic,9.869707720795528,1.0,0.0005786416053858,(151) Abundantia,406.7282281655338,2258.0,0.9673013509711258,True,21.0,,,,,,,,False
152,Atala,6.246,3,3.0,0.1946,6.245266969237061,TESS_precision_LCDB_harmonic,6.245266969237061,1.0,0.000117360032491,(152) Atala,1027.0035200250488,1264.0,0.9928139709140074,True,26.0,,,,,,,,False
153,Hilda,5.9585,3,3.0,0.057,5.9585,LCDB_native,,,,,,,,,,,,,,,,,False
154,Bertha,25.224,3,3.0,0.0483,25.224,LCDB_native,,,,,,,,,,,,,,,,,False
155,Scylla,7.9597,3,3.0,0.0309,7.9597,LCDB_native,,,,,,,,,,,,,,,,,False
156,Xanthippe,22.132,3,3.0,0.0687,22.12925826395638,TESS_precision_LCDB_harmonic,22.12925826395638,1.0,0.0001238810791442,(156) Xanthippe,1299.1234850462556,2256.0,0.9858910904929972,True,13.0,,,,,,,,False
157,Dejanira,15.825,3,3.0,0.247,15.82586741170723,TESS_precision_LCDB_harmonic,15.82586741170723,1.0,5.481274611263131e-05,(157) Dejanira,438.2854991821324,1156.0,0.9884341924743996,True,10.0,,,,,,,,False
158,Koronis,14.218,3,3.0,0.2766,14.202625987689396,TESS_precision_LCDB_harmonic,14.202625987689396,1.0,0.0010813062533833,(158) Koronis,1739.4178377797707,5313.0,0.9761432488591338,True,34.0,,,,,,,,False
159,Aemilia,24.476,3,3.0,0.0627,24.476,LCDB_native,,,,,,,,,,,,,,,,,False
160,Una,11.033,3,3.0,0.0625,11.033,LCDB_native,,,,,,,,,,,,,,,,,False
161,Athor,7.28,3,3.0,0.198,7.280017971065985,TESS_precision_LCDB_harmonic,7.280017971065985,1.0,2.4685530197743333e-06,(161) Athor,58.247852892749094,863.0,0.9682236714576274,True,15.0,,,,,,,,False
162,Laurentia,11.8686,3,3.0,0.0496,11.870657332766925,TESS_precision_LCDB_harmonic,11.870657332766925,1.0,0.0001733424975922,(162) Laurentia,4958.05689955168,8764.0,0.9405237596164496,True,90.0,,,,,,,,False
163,Erigone,16.136,3,3.0,0.0428,16.136,LCDB_native,,,,,,,,,,,,,,,,,False
164,Eva,13.66,3,3.0,0.1,13.66,LCDB_native,,,,,,,,,,,,,,,,,False
165,Loreley,7.226,3,3.0,0.0498,7.226,LCDB_native_TESS_disagrees,4.818504739397465,,0.3331712234434728,(165) Loreley,17.53467933401818,686.0,0.4588037048267661,True,16.0,0.7511601763322363,0.1519335577991579,0.1947753157781926,0.5952188005099183,False,True,True,False
166,Rhodope,4.715,3,3.0,0.0747,4.715,LCDB_native,,,,,,,,,,,,,,,,,False
167,Urda,13.07,3,3.0,0.209,13.060504913975622,TESS_precision_LCDB_harmonic,13.060504913975622,1.0,0.0007264794203808,(167) Urda,1526.8435335368174,3711.0,0.986393956881348,True,28.0,,,,,,,,False
168,Sibylla,47.009,3,3.0,0.0463,47.009,LCDB_native_rescale_below_cut,46.91783947654693,1.0,0.0019392142664823,(168) Sibylla,386.23756205166615,969.0,0.956110366445432,True,2.0,,,,,,,,False
169,Zelia,14.537,3,3.0,0.2467,14.542689556335093,TESS_precision_LCDB_harmonic,14.542689556335093,1.0,0.0003913844902725,(169) Zelia,386.9778385420226,2411.0,0.9798748958461968,True,14.0,,,,,,,,False
170,Maria,13.12,3,3.0,0.1579,13.113965515891564,TESS_precision_LCDB_harmonic,13.113965515891564,1.0,0.000459945435094,(170) Maria,47.08228215104521,861.0,0.7440427134084892,True,7.0,,,,,,,,False
171,Ophelia,6.66535,3,3.0,0.0474,6.668235825217864,TESS_precision_LCDB_harmonic,6.668235825217864,1.0,0.0004329592921397,(171) Ophelia,522.7978500266495,1511.0,0.9897501318249732,True,31.0,,,,,,,,False
172,Baucis,27.417,3,3.0,0.1419,27.417,LCDB_native,,,,,,,,,,,,,,,,,False
173,Ino,6.15,3,3.0,0.047,6.15,LCDB_native,,,,,,,,,,,,,,,,,False
174,Phaedra,5.744,3,3.0,0.1745,5.744,LCDB_native,,,,,,,,,,,,,,,,,False
175,Andromache,8.324,3,3.0,0.0703,8.328176066906822,TESS_precision_LCDB_harmonic,8.328176066906822,1.0,0.0005016899215308,(175) Andromache,407.9485003327616,1391.0,0.9248416834516268,True,18.0,,,,,,,,False
176,Iduna,11.2877,3,3.0,0.0588,11.2877,LCDB_native,,,,,,,,,,,,,,,,,False
177,Irma,13.856,3,3.0,0.0444,13.856,LCDB_native,,,,,,,,,,,,,,,,,False
178,Belisana,12.323,3,3.0,0.2026,12.323,LCDB_native_TESS_disagrees,16.867163086365604,,0.3156226938908706,(178) Belisana,16.627498400704724,70.0,0.018801732029118,False,0.0,,,,,,,,False
179,Klytaemnestra,11.173,3,3.0,0.1609,11.173403167871191,TESS_precision_LCDB_harmonic,11.173403167871191,1.0,3.608411985966953e-05,(179) Klytaemnestra,3330.538202136078,6064.0,0.9870176100314016,True,62.0,,,,,,,,False
180,Garumna,23.866,3,3.0,0.057,23.84310445918678,TESS_precision_LCDB_harmonic,23.84310445918678,1.0,0.0009593371663965,(180) Garumna,1279.5737370586112,3236.0,0.9830298621110892,True,19.0,,,,,,,,False
181,Eucharis,52.23,3,3.0,0.1077,52.23,LCDB_native_below_cut,62.18840321849332,,0.1906644307580571,(181) Eucharis,526.3479343378066,2662.0,0.4075281453632519,False,3.0,0.518962302631869,0.9754675900182808,0.8926246801136489,0.7661978043133117,True,False,False,False
182,Elsa,80.088,3,3.0,0.2083,80.088,LCDB_native,,,,,,,,,,,,,,,,,False
183,Istria,11.77,3,3.0,0.2022,11.77,LCDB_native,,,,,,,,,,,,,,,,,False
184,Dejopeja,6.4416,3,3.0,0.1667,6.4416,LCDB_native,,,,,,,,,,,,,,,,,False
185,Eunike,21.797,3,3.0,0.0593,21.797,LCDB_native,,,,,,,,,,,,,,,,,False
