designation,n_points,n_points_before_rejection,n_outliers_rejected,n_visits,n_sectors,magnitude_H,period_hr,period_hr_naive,ls_power,naive_power,power_ratio,pk_over_med,pk_prom,pk_snr,max_phase_gap,fap,baseline_hr,n_cycles_observed,aov_F,amp_snr,loo_worst_chi2,n_phase_coverings,reliability_score,is_reliable,double_peaked,diameter_km_real,albedo_real,spec_type,published_rot_per_hr,min_snr,median_n_stack,frac_points_stacked,phase_angle_range_deg,wrote_clean_lc,period_quality,cell,has,believed
(152471) 2005 WE1,113,116,3,10,3,15.65,8.29303752050548,4.14651876025274,0.0604152172079052,0.0364879650828684,1.0,8.966240069331256,1.8499858807244631,8.58853660315042,0.034846299428411,1.0,10887.663349698649,1312.867971811011,1.2477598313962244,1.4188848290800724,2.404529173106811,0.0,0.1002052682318191,False,True,,,,,5.0,28.0,1.0,12.882223924788594,False,0.1162790697674418,n100_a0.0,False,False
(165079) 2000 GG17,122,123,1,6,1,15.52,5.3564060039158505,2.6782030019579253,0.01925910183426,0.1074474983812119,1.0,9.599602944429328,1.4470247701236498,8.544622311702206,0.0563215676234124,0.5976741775316029,646.6586182965548,120.7262141487798,1.2999460172629982,1.3904631691985998,7.120917503543109,0.0,0.2223032018182758,False,True,2.923,0.172,,,5.0,11.0,1.0,3.4906923269742944,False,0.25,n100_a0.0,False,False
(30825) 1990 TG1,103,107,4,9,2,14.73,2.5695085106015845,1.2847542553007922,0.0397350343931507,0.0753948942263939,1.0,6.324245494076412,1.4677302267069132,6.102259956626036,0.0501190362425449,0.9997791958464236,1183.1483788916375,460.4570773009947,1.1024941094083294,0.9299387515160816,2.6388836548202628,0.0,0.0217523495533291,False,True,,,,,5.0,24.0,1.0,12.485471485691155,False,0.05,n100_a0.0,False,False
(86145) 1999 RU191,199,200,1,5,2,14.65,2.371828275227022,1.185914137613511,0.0540789878315717,0.073954434756381,1.0,10.699489661838491,1.5187971728908785,9.361347448710418,0.0240198668941195,0.5085457400393943,1142.7685677477275,481.80915106020745,1.2538336557721,0.8504310175992195,4.7867426236626205,0.0,0.1267059224848656,False,True,5.959,0.086,,,5.0,5.0,1.0,12.573495793555193,False,0.1162790697674418,n100_a0.0,False,False
(854601) 2010 RD78,123,126,3,8,2,18.22,13.573057753624532,6.786528876812266,0.0140358262496255,0.0543880433540046,1.0,6.605504183759205,1.4405018138587309,5.488603609046924,0.0340262443696985,0.9999999394813476,1184.6226952242432,87.27751084002446,1.2709084124712835,0.8704376806766932,1.9316996445505876,0.0,0.0533711806277095,False,True,,,,,5.0,10.0,1.0,25.74513530154232,False,0.0909090909090909,n100_a0.0,False,False
(572613) 2008 SO7,123,124,1,5,1,16.55,3.2111126278658477,1.605556313932924,0.0581416793942529,0.1050369144436089,1.0,10.86565491140164,1.4900131253535234,9.430498536693165,0.0522663041681837,0.7409159075781933,484.5866232257103,150.90925775087922,2.663989370326512,1.5678872497985643,2.259640468147966,0.0,0.0768964533029455,False,True,,,,,5.0,9.0,1.0,8.461355162497837,False,0.1162790697674418,n100_a1.5,False,False
(822473) 2015 SD60,144,144,0,9,1,16.45,74.98003867765215,37.49001933882607,0.0012464020411929,0.1686992946271145,1.0,15.908489360654128,2.383887996520322,15.13030325901376,0.0589166748494691,0.0029951159772688,542.2354588449234,7.2317308500740625,1.856168240166472,1.848179778586582,3.0830954440217697,1.0,0.0148145744519043,False,True,,,,,5.0,10.0,1.0,2.448040340672449,False,0.05,n100_a1.5,True,False
(210324) 2007 TH245,104,106,2,8,3,16.05,5.8546243993323674,2.9273121996661837,0.0398398534794286,0.1078949621230542,1.0,8.372500768254973,1.4042262317768477,7.193453150784995,0.0401276517194908,0.7741877868931192,1812.0061353076017,309.49998013779225,1.6268630322816064,1.1528206776973142,1.1070061762706258,0.0,0.0422771100038408,False,True,,,,,5.0,16.0,1.0,18.099099179382577,False,0.0909090909090909,n100_a1.5,False,False
(315281) 2007 TG112,125,126,1,6,1,17.04,2.4550188591221582,1.2275094295610791,0.0905793968187759,0.1121101966841125,1.0,9.556510407419356,1.610764526826598,8.634299055391926,0.0333878472025392,0.5109047950046611,539.8255961601972,219.886537390276,2.2506761250821645,1.44108760177962,1.2418086402736324,0.0,0.0709584967377914,False,True,,,,,5.0,8.0,1.0,7.709268517900147,False,0.0909090909090909,n100_a1.5,False,False
(178259) 2007 VV202,147,148,1,8,3,16.03,4.630374669565359,2.3151873347826797,0.0322264752840256,0.1343056165848345,1.0,14.71037115130176,1.9661462454883307,12.969229406986678,0.0519202320977616,0.0215832876789525,1825.720960096456,394.2922744668158,2.222162521968656,1.5881459669389064,1.6767200245618643,0.0,0.617875922105457,True,True,,,,,5.0,14.0,1.0,15.95552058827693,True,0.6363636363636364,n100_a1.5,True,False
(154841) 2004 RC36,155,158,3,4,1,15.34,59.97292345017405,29.986461725087025,0.0428209491033956,0.0757491794823024,1.0,10.72314140716251,1.5834727044466193,10.03391465359582,0.0222323476029848,0.9388093515274684,455.5603555783164,7.59610052954646,1.8290686050852616,1.098311841433898,1.144126493081493,0.0,0.0128288338617321,False,True,,,,,5.0,4.0,1.0,3.2655524778235416,False,0.05,n100_a1.5,False,False
(351589) 2005 UT485,168,173,5,4,2,15.51,3.64646634636241,1.823233173181205,0.0170172441208464,0.0772763963588505,1.0,11.427480401845052,1.5528960899572954,9.938037522590289,0.0278295322096607,0.7017195620303044,740.131796704838,202.97233716229636,1.569304643941773,0.9859274771752278,1.3284527143569604,1.0,0.0628222368059015,False,True,,,,,5.0,10.0,1.0,9.67457669832363,False,0.0909090909090909,n100_a1.5,False,False
(69978) 1998 WL10,130,131,1,6,1,14.4,1.9555737217350293,0.9777868608675148,0.0073077856909732,0.0944201171011066,1.0,9.664644554709652,1.6450737766337715,8.73146900910027,0.0424303189758092,0.7833826898410782,604.7571860362077,309.247961002285,1.9516930155360364,1.3639145912020356,1.501493540295053,0.0,0.1091738184038117,False,True,3.502,0.301,,,5.0,13.0,1.0,0.7107166078266687,False,0.1162790697674418,n100_a1.5,False,False
(75706) 2000 AJ117,100,101,1,2,1,15.59,2.5669450773806544,1.2834725386903272,0.0585017520227761,0.144356000605044,1.0,10.894479204741844,1.389574734048332,9.270222417765558,0.0467217424396414,0.279825097469762,140.8292442681268,54.86258568953523,1.8000325383471747,1.6069740853078511,,0.0,0.4100666736171138,False,True,,,,,5.0,5.0,1.0,3.4061655240219793,False,0.5151515151515151,n100_a1.5,False,False
(219455) 2000 WY153,126,127,1,4,2,14.91,3.735913930967047,1.8679569654835235,0.005062297138556,0.1449687478781541,1.0,14.28392586175238,2.1284780564220815,12.514559937529487,0.0517678240320184,0.0721450830636038,10738.42129419814,2874.375987408918,2.5504322542780073,1.4339531505784715,2.214243292739753,0.0,0.2155851095691675,False,True,,,,,5.0,5.0,1.0,1.0611768311012266,False,0.25,n100_a1.5,False,False
(182092) 2000 JE41,145,145,0,8,2,16.2,12.062535018755494,6.031267509377747,0.047252250515888,0.1124194605301111,1.0,11.39075071274027,1.8082931856238675,10.209063887232276,0.0340825321102699,0.1917581522851589,848.6145123535534,70.35125792663655,2.26579539090784,1.3986485512347229,1.2148671056361278,0.0,0.0535542504420893,False,True,,,,,5.0,13.0,1.0,15.7903644860986,False,0.0909090909090909,n100_a1.5,False,False
(679932) 2021 RY22,117,118,1,6,2,16.89,2.319308140239033,1.1596540701195166,0.017896621365,0.1368488544534589,1.0,11.499958846246969,1.6777646388105665,10.223535028464513,0.0509641869700832,0.1371254061776796,1157.977164143056,499.27698008411784,2.0191974302969355,1.586117661238338,1.1566789970598157,1.0,0.0205733655458951,False,True,,,,,5.0,13.0,1.0,17.68632346458528,False,0.05,n100_a1.5,False,False
(186783) 2004 DT48,101,102,1,5,2,16.82,44.93164242158902,22.46582121079451,0.0652470965355117,0.1378011163329964,1.0,10.310433884506663,1.5117209648916856,9.335294452156273,0.0905191487591513,0.3395095730272378,1227.0847297260188,27.31003505753046,2.581487197025758,2.397548771169491,2.154531542244526,0.0,0.0055831207146724,False,True,,,,,5.0,7.0,1.0,14.84359249734911,False,0.04,n100_a1.5,False,False
(123882) 2001 DS39,155,164,9,7,3,15.26,125.72483224458622,125.72483224458622,0.0273768614998385,0.1079687465963941,1.0,15.428996036568956,2.1954793337347924,14.10658796418219,0.0382772267777716,0.1056934510764789,1847.8650604967845,14.697693586116154,2.2663148682277123,1.8858968990193088,6.304573603797994,1.0,0.0883558772550954,False,False,,,,,5.0,9.0,1.0,14.76884830814449,False,0.1162790697674418,n100_a1.5,False,False
(101517) 1998 XT42,126,127,1,11,2,15.77,6.741500083522164,3.370750041761082,0.0123132549566386,0.1217053016884578,1.0,9.581270701439252,1.6421421400197374,8.519804706412682,0.0385700287793896,0.2595567620073259,1094.990749016928,162.42538536687806,1.9773869465781184,1.1017233377131694,4.7243384933811035,0.0,0.0092003287232338,False,True,,,,,5.0,20.0,1.0,1.1257026197160052,False,0.05,n100_a1.5,False,False
(389079) 2008 WL122,111,112,1,8,2,16.59,3.6433829060073424,1.8216914530036712,0.0949382780466125,0.1488820878989059,1.0,12.963490042125269,2.1017740790589134,11.606904013680069,0.0461220766519533,0.0374204267657769,10541.383808893268,2893.2956213611947,1.8496969647436856,1.6991676187354663,1.8641358935326,0.0,0.502217194581142,True,True,,,,,5.0,11.0,1.0,21.960182860402096,True,0.5689655172413793,n100_a1.5,True,False
(120869) 1998 RZ15,153,156,3,7,2,16.42,5.0083346102295385,2.5041673051147693,0.0079726690217,0.0965235212580046,1.0,11.70031645639508,1.9101718689757157,10.402125561615888,0.0324734933836912,0.2417505396877111,1254.9034542521113,250.56302182545215,2.1245329894665788,1.1662506826131045,1.3274401599099483,1.0,0.2325976073456919,False,True,,,,,5.0,11.0,1.0,18.54071215201116,False,0.25,n100_a1.5,False,False
(330840) 2009 OW4,100,104,4,11,3,16.11,3.074205024046949,1.5371025120234745,0.0866289094163411,0.1143847648072623,1.0,13.70831231066837,1.9660562994015265,12.249325180760746,0.0379156727215613,0.737451563379598,1482.693231732992,482.3013494985259,3.897932739750321,2.3290329958122076,2.831352129816444,0.0,0.0452024564673891,False,True,,,,,5.0,27.0,1.0,14.86111593263215,False,0.0909090909090909,n100_a3.0,False,False
(45400) 2000 AW140,107,112,5,8,2,14.34,64.81051787435855,64.81051787435855,0.0405413936805657,0.1142269974734159,1.0,12.765836763010126,1.8734556691051472,11.331990246177613,0.0599822854159857,0.6355193801227921,1152.1303371741087,17.776903733551777,3.0677426013695985,1.9374923919031597,1.8599135163758975,0.0,0.0045181469419599,False,False,6.903,0.102,,,5.0,20.0,1.0,1.4078485754804009,False,0.0,n100_a3.0,False,False
(166052) 2002 CW32,179,187,8,8,3,16.84,131.3324727779052,65.6662363889526,0.030649579745886,0.0946574748219436,1.0,16.164792313598632,2.356985702011055,14.39251688929752,0.0431446160491349,0.1220441560135675,1482.998531990801,11.291940984760734,3.5400162248029967,1.4914587027935615,2.579379616059579,0.0,0.0205979154289056,False,True,2.38,0.059,,,5.0,11.0,1.0,19.72616401137502,False,0.05,n100_a3.0,False,False
(17700) Oleksiygolubov,136,136,0,1,1,14.14,3.829434182626464,1.914717091313232,0.0411254579838884,0.204972279974326,1.0,12.902028408552267,1.0735511548085652,10.945373685333552,0.0403642848588237,0.0003239558775825,23.167494808731135,6.049848020325923,5.3677596534455505,2.485654524083772,,5.0,0.4916157438625483,True,True,3.446,0.41,,3.8382,5.0,1.0,0.0,0.4796565228391483,True,0.5689655172413793,n100_a3.0,True,False
(97289) 1999 XR165,193,193,0,3,1,16.26,49.97540122694416,24.98770061347208,0.0795472542849572,0.1221182697850658,1.0,9.892613860960903,1.242767188894234,7.554139790783134,0.272978942668854,0.0059477858320324,169.8326630180818,3.3983251529457816,4.399107237106949,7.247702709040762,19029.39529741934,0.0,0.0022648360480652,False,True,,,,,5.0,1.0,0.0673575129533678,0.6844466899499668,False,0.0,n100_a3.0,True,False
(460341) 2014 RC16,181,189,8,9,3,16.42,114.62001233752542,57.31000616876271,0.0598605981828201,0.1193449635177272,1.0,18.91026984958981,2.878154294691177,17.287154251040405,0.0286058068659126,0.0045234905838968,10804.15141866356,94.26060247531828,3.57494503215847,2.240146214016655,2.7193064009258148,2.0,0.259591779934639,False,True,,,,,5.0,10.0,1.0,17.7876151660501,False,0.25,n100_a3.0,True,False
(61654) 2000 QB113,176,181,5,3,2,14.81,51.77252880040564,25.88626440020282,0.038748548834182,0.1146257037163249,1.0,24.001917982285025,2.02620083264819,21.83758773738343,0.0338362348123029,0.0436697969138611,9966.766767488793,192.5107194572791,5.240102557365368,2.323757077062437,1.420474438335515,1.0,0.4323537262671352,False,True,,,,,5.0,4.0,1.0,17.85766028566137,False,0.5151515151515151,n100_a3.0,False,False
(24744) 1992 OD5,170,175,5,9,3,15.76,26.45032415258507,13.225162076292534,0.0598405930025606,0.0921126909922418,1.0,14.638995429322724,2.225035387311745,13.238865041859658,0.0416952979102233,0.3124801157541624,1542.8640542696812,58.33062934765178,3.4563580710939266,2.0053856378593906,3.606476684865535,0.0,0.3044154090433098,False,True,2.12,0.272,,26.4381,5.0,7.0,1.0,10.371553106612303,False,0.25,n100_a3.0,False,False
(441999) 2010 OQ12,190,193,3,6,2,15.79,13.712523498303756,6.856261749151878,0.0323337388876475,0.1452557303322511,1.0,20.22310036976659,3.4295410410335223,18.861044204339507,0.0382378165567149,0.0004240173034037,1216.3317920780391,88.70225762810907,3.682697808911552,2.0458082186440754,3.4507413058397542,0.0,0.6926605174309257,True,True,3.587,0.079,,,5.0,5.0,1.0,14.079871295648,True,0.6363636363636364,n100_a3.0,True,False
(515315) 2012 XQ6,166,168,2,14,3,16.77,66.97214501200746,33.48607250600373,0.0312236583399303,0.1262208610938184,1.0,15.30560975601868,2.4140394268777556,13.957701170870967,0.1160759517297809,0.0132527539535149,1807.3483068878995,26.98656742387241,3.249504699930687,1.982246829772122,1.9840812107171,0.0,0.2565874490494301,False,True,,,,,5.0,8.0,1.0,16.74855867335343,False,0.25,n100_a3.0,False,False
(353887) 2012 XD14,137,138,1,9,3,17.19,8.643031790949424,4.321515895474712,0.1839568768293373,0.7632023289412544,1.0,19.32385008837633,1.092857533122679,13.510347206344074,0.0436768149464634,2.8757936570303955e-39,1479.6523864492192,171.195990277236,4.321550456401322,7.046369272363994,106.96039099107064,0.0,0.354356334846833,False,True,,,,,5.0,13.0,0.7536231884057971,22.664196896091937,False,0.5151515151515151,n100_a3.0,True,False
(847542) 1999 VA46,109,109,0,4,1,17.63,27.177748275698686,13.588874137849343,0.0408623681919806,0.3728514137793141,1.0,33.94705190870524,4.397374959939988,33.04316574453516,0.0959285614057462,2.9210106535525803e-08,115.663102219929,4.255801512568668,4.338943410756314,3.092316985539965,1.1593646342642974,0.0,0.9526753787928196,True,True,,,,,5.0,4.0,0.9908256880733946,4.198928866306273,True,0.9381761978361668,n100_a3.0,True,True
(45623) 2000 DT93,113,116,3,5,2,14.3,17.55638264005415,8.778191320027075,0.0644276099132937,0.1480464828833451,1.0,12.658514386555291,1.977370446899796,11.252483521708577,0.0349326615560229,0.119442528408846,1193.7819466897636,67.99703396565305,3.0983735320378845,1.8262276067105152,1.0828461869095214,0.0,0.0844121015054382,False,True,8.827,0.047,,,5.0,7.0,1.0,6.939303143892332,False,0.1162790697674418,n100_a3.0,False,False
(114345) 2002 XN72,165,168,3,3,1,12.02,229.62991134000924,114.81495567000462,0.1243630475175103,0.1272501212518364,1.0,18.05870692147524,2.2142764199220126,16.560235351005314,0.1366392433050903,0.0150553504474413,616.1663939472637,2.683301972080267,4.448891543029671,2.2685463197043143,7799.937564271081,0.0,0.0034051326611187,False,True,,,,,5.0,5.0,1.0,1.7051495497705678,False,0.0,n100_a3.0,False,False
(38834) 2000 SP1,156,162,6,5,1,14.25,169.97569529915364,169.97569529915364,0.0263716944425136,0.0860561616354584,1.0,17.481017893644374,2.438870746994023,15.682641335895292,0.0411822462923703,0.4885884317426117,480.00640646513784,2.8239708366560095,3.143430440321212,2.838275319397048,7.913594959791918,0.0,0.0174624662942625,False,False,8.179,0.055,,,5.0,5.0,1.0,4.39360728932611,False,0.05,n100_a3.0,False,False
(131182) 2001 CC43,103,103,0,1,1,15.11,167.32588329432394,167.32588329432394,0.291306001700884,0.2230356352259745,1.0,26.329686064377945,1.2104922190288423,23.071205983300764,0.4143191312848174,0.0030893508678321,97.9995686863549,0.5856808687151825,5.797581969586248,11.2992942338493,,0.0,0.0307194843699407,False,False,2.747,0.338,,,5.0,4.0,1.0,0.1505810780100294,False,0.0588235294117647,n100_a3.0,False,False
(591649) 2014 AX21,100,105,5,11,2,16.55,2.345786794751152,2.345786794751152,0.024689917962383,0.1552923338934924,1.0,12.334137070209366,2.0733795361778213,11.10010015969311,0.0447640331953788,0.1110988133362013,1200.2097338094609,511.6448504591325,4.115488901443578,2.6545752575150807,2.7388439142782697,0.0,0.4247428429282767,False,False,,,,,5.0,15.0,1.0,17.608872543578165,False,0.5151515151515151,n100_a3.0,False,False
(129771) 1999 HQ1,196,196,0,8,2,16.09,30.100520705964964,15.050260352982482,0.0711510295337619,0.5045671393619512,1.0,34.21760478306241,1.0504362281879511,24.813346995553218,0.0292621679644822,1.036838370769516e-26,1200.058032966277,39.868347949491245,6.630415485924721,10.14984425140725,127.41013771846715,0.0,0.1266250027370514,False,True,1.968,0.218,,,5.0,12.0,0.7295918367346939,12.919152646782331,False,0.1162790697674418,n100_a6.0,True,False
(130620) 2000 SJ38,100,101,1,2,1,16.96,240.0,240.0,0.028960838554304,0.2439902375130764,1.0,25.11607453914944,2.5100581891118776,21.85642157295992,0.3385601886031508,0.0008927263599151,158.7455547352438,0.6614398113968492,7.695389961905319,33.17546776660809,,0.0,0.0146608744160972,False,False,,,,,5.0,6.0,1.0,3.902779719717328,False,0.05,n100_a6.0,False,False
(220984) 2005 NT15,101,118,17,6,3,16.62,231.07948476496017,115.53974238248009,0.8670326202257849,0.7407322713499331,1.0,23.907504711808556,1.1554437833545337,23.95115774815463,0.1314073083730687,1.7730741564334551e-31,1783.9466927380415,7.720056562150303,8.5349152368517,7.267126542310276,870.7172589058198,0.0,0.0307701877085521,False,True,,,,,5.0,1.0,0.3983050847457627,16.48097513673401,False,0.0588235294117647,n100_a6.0,True,False
(65604) 3235 T-3,104,104,0,10,2,16.07,2.4852968786355265,2.4852968786355265,0.0168894326620338,0.1800669764815575,1.0,16.601172876325126,2.496088571990354,15.033450926826267,0.1242136416040795,0.0414104897195058,9684.807078242884,3896.841122481923,10.16792890202685,6.406305415792857,4.031826719644154,0.0,0.3720893720893959,False,False,,,,,5.0,15.0,1.0,19.89355643992864,False,0.5151515151515151,n100_a6.0,False,False
(203343) 2001 UG83,105,105,0,5,2,16.68,202.7932582409941,101.39662912049708,0.2825242100460128,0.2830280477308256,1.0,25.210105270804537,3.0724980818185528,23.679943430624203,0.0793761946306023,4.117520322514117e-05,1122.0324117334094,5.532888131813612,10.880949072841082,9.649998442199216,5.227596145365986,0.0,0.0171814311982931,False,True,,,,,5.0,13.0,1.0,16.345389235473814,False,0.05,n100_a6.0,True,False
(10610) 1996 XR1,140,142,2,2,1,12.36,240.0,240.0,0.0346455261103354,0.2275119624633359,1.0,47.70018841712945,3.75109836786454,45.1026676367152,0.061269098798948,2.6844532426335997e-05,611.808803398395,2.549203347493312,8.00626822861679,2.9749550410520893,,1.0,0.0444895197045187,False,False,23.153,0.048,,,5.0,5.0,1.0,1.028891271980262,False,0.0909090909090909,n100_a6.0,True,False
(91221) 1999 AM15,183,184,1,4,1,16.53,195.97669780955945,195.97669780955945,0.1230309189539238,0.1430067235842048,1.0,23.644826352913903,2.9411036748928683,21.358017749335875,0.0799390197048869,0.0017803175445437,539.1643785557826,2.751165748693838,6.918862327461152,3.6819704493386207,11.942865852844497,0.0,0.0110171977500818,False,False,1.929,0.143,,,5.0,6.0,1.0,5.416131163773853,False,0.05,n100_a6.0,True,False
(452185) 2015 RA91,100,100,0,7,3,16.12,172.7630164635858,172.7630164635858,0.2268994285031533,0.3030953183529072,1.0,30.938472332753573,1.7755817890484338,28.16547891469491,0.0424491371273738,2.3765787094003025e-05,1804.790106213768,10.44662302822302,6.240538955197531,3.440974189162063,1.8590860020749709,0.0,0.0562995026659084,False,False,,,,,5.0,12.0,1.0,15.96194561618342,False,0.0909090909090909,n100_a6.0,True,False
(238190) 2003 SU293,101,101,0,1,1,15.71,23.83099302043785,11.915496510218926,0.4025242953117163,0.5723435942107841,1.0,55.0234201246591,1.0436890702851742,41.830373252490105,0.1537527254063864,1.9201804492568803e-15,20.16691289440496,0.8462472745936136,14.77661444672629,4.7576101250781635,,0.0,0.2610144439032671,False,True,,,,,5.0,1.0,0.0,0.0936319967280798,False,0.25,n100_a6.0,True,False
(35379) 1997 WS20,191,192,1,2,1,15.98,190.68176897940413,190.68176897940413,0.0368263440440559,0.0969570491876615,1.0,13.340411959733594,2.10260228799397,12.148711149405674,0.043414501994992,0.0959382838686172,590.4336109415162,3.09643451548475,7.642192079111124,2.571214413208402,,0.0,0.0103535003709142,False,False,,,,,5.0,3.0,1.0,8.865721438527206,False,0.05,n100_a6.0,False,False
(62383) 2000 SS156,131,134,3,3,1,14.6,240.0,240.0,0.0149726494275849,0.167497694505297,1.0,32.144376967723026,2.5185737162247777,29.71844020428642,0.0563360258063767,0.0087512482284777,453.53647611971246,1.8897353171654685,13.955463410691838,3.511091980894308,111004335.9520138,1.0,0.0031762754967155,False,False,4.291,0.126,,44.4885,5.0,9.0,1.0,3.924938352900101,False,0.0,n100_a6.0,True,False
(318126) 2004 NL9,168,168,0,2,1,16.46,164.77577619675617,82.38788809837808,0.2837132884697168,0.1310173040492211,1.0,16.268257695892693,2.0385813326756432,15.15055872244126,0.1466184571554297,0.0080078193698511,244.61979925842024,1.484561656479916,8.023691962505314,3.1029028612096106,,0.0,0.0438684087029609,False,True,,,,,5.0,3.0,0.9940476190476192,4.5794223124156765,False,0.0909090909090909,n100_a6.0,True,False
(102630) 1999 VM30,120,126,6,1,1,16.15,174.2770789342861,174.2770789342861,0.1390793988239678,0.1654059627501148,1.0,38.73980384705751,2.0224097423142307,35.09220070051724,0.0627254642657679,0.0093857806542736,466.87042095093057,2.6788974419692413,6.489528722776392,8.047842803843826,,0.0,0.031553835406714,False,False,,,,,5.0,5.0,1.0,7.537561504467316,False,0.0588235294117647,n100_a6.0,True,False
(109925) 2001 SP31,130,133,3,1,1,15.83,130.94756243219535,65.47378121609768,0.2928288441389947,0.264871104158828,1.0,27.791690555216892,1.6062307558296645,23.12420641785759,0.2764345976411396,3.904675141597699e-06,94.7491256991634,0.7235654023588604,7.151766973421755,14.187034080440553,,0.0,0.1465268056349042,False,True,,,,,5.0,2.0,0.9924812030075189,1.6535999100699348,False,0.125,n100_a6.0,False,False
(115724) 2003 UW179,174,188,14,9,3,15.16,133.98890977814943,66.99445488907472,0.0224058908863189,0.0275917363099455,1.0,3.564371079949869,1.7116118413347363,6.8092848144472615,0.0473327283567612,1.0,1485.368076078943,11.085753877230015,6.510842467403125,4.191521744743802,4.676801359054505,1.0,0.009310701744549,False,True,4.962,0.072,,,5.0,5.0,1.0,11.624515903151943,False,0.05,n100_a6.0,False,False
(23461) 1989 TM4,171,171,0,1,1,14.15,3.779316691551049,1.8896583457755245,0.0268668555972596,0.5528305255185155,1.0,75.83517767021002,1.1245613805567336,70.4867286047428,0.0142801980425914,1.8791454401118135e-26,38.49951181362849,10.18689751501828,9.797094449963812,3.272363854640094,,6.0,0.7036173634679275,True,True,5.153,0.201,,,5.0,1.0,0.0,0.3833345792297429,True,0.6363636363636364,n100_a6.0,True,False
(231863) 2000 SJ261,123,126,3,7,3,17.16,42.22595063953371,21.112975319766853,0.4339353591335889,0.5132906762364385,1.0,54.90251814445789,1.2084597245701303,50.64744358745451,0.1232619980010882,8.330039508388774e-17,1755.0733771569212,41.563857073089736,31.41771675099403,6.879517011757707,7.223716408994976,0.0,0.4558056307824116,True,True,,,,,5.0,1.0,0.1825396825396825,16.28523877332023,True,0.5151515151515151,n100_a15.0,True,False
(40348) 1999 NO10,106,106,0,2,2,14.57,126.74541202189306,126.74541202189306,0.6214109112155273,0.6062785365931911,1.0,13.611122498191444,2.574559060207739,15.88455112874683,0.1052059992210671,3.572857599120587e-18,1009.8255291025852,7.967353713191256,17.77801494831718,5.894252499310795,,0.0,0.0526919155735638,False,False,4.17,0.212,,,5.0,2.0,0.9150943396226416,8.656329614425132,False,0.0909090909090909,n100_a15.0,True,False
(923) Herluga,115,126,11,1,1,11.55,21.778791453609376,10.889395726804688,0.2113637767888206,0.4736281060388194,1.0,44.03635578245321,1.0783278248896435,31.934765335981577,0.2423053763364845,1.6115313044356484e-14,26.836043354007415,1.2322099420057535,20.350294554064007,9.083021468117533,,0.0,0.2443020958027516,False,True,34.553,0.037,,30.61,5.0,1.0,0.0,0.0524085707359169,False,0.25,n100_a15.0,True,False
(116880) 2004 FB116,137,137,0,1,1,14.57,42.99705065198445,21.498525325992222,0.5008855600756184,0.263895780361159,1.0,18.85824464758402,1.117389991917959,18.697080273007828,0.20537070676204,2.1127474662233776e-06,34.16671597090317,0.7946292932379599,16.033800403295828,8.167958335162854,,0.0,0.1997548747192324,False,True,8.754,0.046,,,5.0,1.0,0.0,0.0400223561405566,False,0.25,n100_a15.0,False,False
(8088) Australia,145,145,0,1,1,14.25,2.772207467905205,1.3861037339526026,0.0310732411646035,0.7062519330791773,1.0,81.00980264610756,1.0643739166700188,69.51464380813484,0.0099787277230916,7.845137235287481e-35,24.16675818397198,8.717514278335518,18.7386573062387,6.009983439488004,,7.0,0.7818031232942617,True,True,4.07,0.268,,2.76999,5.0,1.0,0.0,0.4052439666889371,True,0.8253968253968254,n100_a15.0,True,True
(551728) 2013 JC4,116,144,28,3,2,18.51,129.6548476944583,64.82742384722916,0.6833075589560739,0.3142262179941313,1.0,27.18749055114042,1.7158355801397265,31.215455442698065,0.336445333130962,2.221830423888283e-09,951.7511857689824,7.340652530107149,59.52485685366776,12.896196772497555,,0.0,0.0279527117303213,False,True,,,,,5.0,1.0,0.0069444444444444,4.581213755706363,False,0.0588235294117647,n100_a15.0,True,False
(4343) Tetsuya,102,106,4,2,1,12.76,8.761557823395073,4.380778911697536,0.0177677191061351,0.803135959045063,1.0,105.94829720934467,1.0489677761734202,84.34602883932314,0.019021872829539,1.816811789849093e-33,16.332784880592953,1.8641416526386696,51.199007315626126,14.14960318899952,,1.0,0.383442923941695,False,True,18.271,0.058,Ch,7.392,5.0,1.0,0.0,0.3053208879493665,False,0.5151515151515151,n100_a15.0,True,True
(4170) Semmelweis,150,150,0,2,1,11.71,5.3019285224431645,2.6509642612215822,0.039160758128411,0.8924237673623342,1.0,117.69916719398007,1.0712107797040091,94.07471480021952,0.0136438998250559,7.111229413229699e-68,21.666831377951898,4.086594394140883,48.8562292429593,18.940460128183386,,4.0,0.9053501242076296,True,True,16.82,0.172,,5.3,5.0,1.0,0.0,0.0127305627686862,True,0.8862275449101796,n100_a15.0,True,True
(25302) Niim,105,105,0,1,1,12.38,240.0,240.0,0.0248191908182941,0.2840443311797215,1.0,15.031250572560424,1.0205256661046624,11.891887169822615,0.9277759327793318,4.780119342094768e-05,17.333776132960338,0.072224067220668,22.664845425590705,1899067698.6444535,,0.0,0.0236511706765494,False,False,12.118,0.191,,2.984,5.0,1.0,0.0,0.2420425492281559,False,0.05,n100_a15.0,False,False
(259557) 2003 UF153,118,118,0,1,1,16.95,240.0,240.0,0.0282366821428138,0.1647006122182274,1.0,22.715563063735992,2.7044655693812105,21.412782359805945,0.4979218207270605,0.0286925443392621,120.49876302550548,0.5020781792729394,26.77782469263032,41.06227474382887,,0.0,0.0246792285092859,False,False,,,,,5.0,4.0,1.0,0.7099920755088882,False,0.0588235294117647,n100_a15.0,False,False
